year	num	seg	age	raw	std	res	ars
   1895	   1.	 115.000	   1.000	   1.673	   1.409	   1.126	   1.192
   1896	   1.	 115.000	   2.000	   1.594	   1.352	   0.999	   1.122
   1897	   1.	 115.000	   3.000	   1.116	   1.085	   0.814	   0.920
   1898	   1.	 115.000	   4.000	   1.750	   1.401	   1.286	   1.250
   1899	   1.	 115.000	   5.000	   2.218	   1.631	   1.238	   1.345
   1900	   1.	 115.000	   6.000	   2.575	   1.801	   1.243	   1.492
   1901	   1.	 115.000	   7.000	   1.607	   1.277	   0.651	   0.975
   1902	   1.	 115.000	   8.000	   0.904	   0.891	   0.711	   0.766
   1903	   1.	 115.000	   9.000	   0.796	   0.816	   0.898	   0.708
   1904	   1.	 115.000	  10.000	   1.186	   1.003	   1.129	   0.940
   1905	   1.	 115.000	  11.000	   0.862	   0.813	   0.831	   0.777
   1906	   1.	 115.000	  12.000	   0.455	   0.580	   0.779	   0.690
   1907	   1.	 115.000	  13.000	   0.207	   0.429	   0.800	   0.598
   1908	   1.	 115.000	  14.000	   0.247	   0.428	   0.911	   0.669
   1909	   1.	 115.000	  15.000	   0.070	   0.312	   0.815	   0.598
   1910	   1.	 115.000	  16.000	   0.322	   0.420	   0.995	   0.774
   1911	   1.	 115.000	  17.000	   0.207	   0.333	   0.833	   0.677
   1912	   1.	 115.000	  18.000	   0.515	   0.468	   1.023	   0.866
   1913	   2.	 106.000	  10.000	   0.987	   0.494	   0.901	   0.800
   1914	   2.	 106.000	  11.000	   1.305	   0.693	   1.101	   1.018
   1915	   2.	 106.000	  12.000	   1.713	   0.951	   1.168	   1.162
   1916	   2.	 106.000	  13.000	   1.494	   0.785	   0.839	   0.967
   1917	   3.	 101.667	   9.667	   1.815	   0.969	   0.991	   1.016
   1918	   3.	 101.667	  10.667	   1.601	   0.811	   1.140	   1.129
   1919	   3.	 101.667	  11.667	   1.862	   0.844	   0.856	   0.944
   1920	   5.	  97.000	   8.000	   2.303	   1.019	   1.145	   1.149
   1921	   5.	  97.000	   9.000	   2.652	   1.330	   1.234	   1.291
   1922	   6.	  95.500	   8.500	   1.979	   0.946	   0.870	   1.079
   1923	   6.	  95.500	   9.500	   1.956	   0.652	   0.732	   0.826
   1924	   6.	  95.500	  10.500	   2.373	   0.922	   1.157	   1.052
   1925	   7.	  94.143	  10.000	   2.193	   1.045	   1.089	   1.080
   1926	   8.	  93.000	   9.750	   1.976	   1.175	   1.141	   1.225
   1927	   8.	  93.000	  10.750	   2.085	   1.037	   0.971	   1.113
   1928	   8.	  93.000	  11.750	   2.338	   1.322	   1.240	   1.342
   1929	   8.	  93.000	  12.750	   2.212	   1.276	   0.971	   1.161
   1930	  10.	  90.400	  11.200	   2.652	   0.994	   0.865	   1.022
   1931	  11.	  89.364	  11.182	   2.657	   0.973	   1.037	   1.048
   1932	  12.	  88.417	  11.250	   2.051	   0.935	   0.946	   0.966
   1933	  12.	  88.417	  12.250	   2.570	   1.123	   1.032	   1.031
   1934	  14.	  86.643	  11.500	   1.981	   0.824	   0.858	   0.871
   1935	  15.	  86.400	  11.733	   2.163	   1.125	   1.110	   1.062
   1936	  16.	  85.625	  12.000	   2.247	   1.145	   1.016	   1.029
   1937	  16.	  85.625	  13.000	   2.351	   1.066	   0.957	   1.013
   1938	  16.	  85.625	  14.000	   2.453	   1.202	   1.079	   1.094
   1939	  17.	  84.765	  14.176	   2.046	   0.937	   0.816	   0.876
   1940	  18.	  83.944	  14.389	   2.296	   1.078	   1.087	   1.049
   1941	  18.	  83.944	  15.389	   2.100	   0.949	   0.902	   0.901
   1942	  21.	  82.381	  14.190	   1.706	   0.835	   0.856	   0.839
   1943	  22.	  81.682	  14.545	   1.486	   0.707	   0.827	   0.720
   1944	  24.	  80.667	  14.333	   1.711	   0.820	   0.965	   0.805
   1945	  24.	  80.667	  15.333	   2.019	   1.098	   1.200	   1.068
   1946	  24.	  80.667	  16.333	   1.700	   0.840	   0.804	   0.845
   1947	  24.	  80.667	  17.333	   1.549	   0.817	   0.921	   0.888
   1948	  24.	  80.667	  18.333	   1.531	   0.681	   0.905	   0.812
   1949	  24.	  80.667	  19.333	   1.566	   0.588	   0.843	   0.746
   1950	  24.	  80.667	  20.333	   1.749	   0.744	   0.999	   0.849
   1951	  24.	  80.667	  21.333	   1.814	   0.823	   0.935	   0.835
   1952	  24.	  80.667	  22.333	   1.656	   0.621	   0.823	   0.743
   1953	  25.	  79.600	  22.440	   1.526	   0.550	   0.810	   0.662
   1954	  25.	  79.600	  23.440	   1.931	   0.844	   1.042	   0.842
   1955	  25.	  79.600	  24.440	   2.088	   1.047	   1.148	   1.037
   1956	  25.	  79.600	  25.440	   2.607	   1.313	   1.226	   1.262
