year	num	seg	age	raw	std	res	ars
   1880	   1.	 130.000	   1.000	   2.754	   0.808	   0.778	   0.756
   1881	   1.	 130.000	   2.000	   2.973	   0.886	   0.942	   0.866
   1882	   1.	 130.000	   3.000	   2.640	   0.759	   0.731	   0.689
   1883	   1.	 130.000	   4.000	   2.263	   0.617	   0.578	   0.479
   1884	   1.	 130.000	   5.000	   2.875	   0.838	   0.960	   0.798
   1885	   1.	 130.000	   6.000	   3.059	   0.901	   0.963	   0.900
   1886	   1.	 130.000	   7.000	   2.630	   0.743	   0.722	   0.690
   1887	   1.	 130.000	   8.000	   3.059	   0.894	   0.983	   0.887
   1888	   1.	 130.000	   9.000	   3.068	   0.893	   0.932	   0.897
   1889	   1.	 130.000	  10.000	   4.892	   1.539	   1.644	   1.609
   1890	   1.	 130.000	  11.000	   4.292	   1.322	   1.203	   1.394
   1891	   1.	 130.000	  12.000	   4.196	   1.284	   1.218	   1.342
   1892	   1.	 130.000	  13.000	   3.962	   1.198	   1.137	   1.244
   1893	   1.	 130.000	  14.000	   3.616	   1.072	   1.027	   1.104
   1894	   1.	 130.000	  15.000	   2.723	   0.749	   0.705	   0.737
   1895	   1.	 130.000	  16.000	   3.171	   0.907	   0.997	   0.915
   1896	   1.	 130.000	  17.000	   2.723	   0.743	   0.777	   0.750
   1897	   1.	 130.000	  18.000	   3.288	   0.945	   1.041	   0.963
   1898	   1.	 130.000	  19.000	   3.059	   0.860	   0.898	   0.886
   1899	   1.	 130.000	  20.000	   2.934	   0.813	   0.875	   0.839
   1900	   1.	 130.000	  21.000	   3.421	   0.989	   1.062	   1.012
   1901	   1.	 130.000	  22.000	   4.129	   1.247	   1.248	   1.251
   1902	   1.	 130.000	  23.000	   2.914	   0.804	   0.754	   0.833
   1903	   1.	 130.000	  24.000	   5.550	   1.772	   1.703	   1.648
   1904	   1.	 130.000	  25.000	   3.748	   1.111	   0.903	   1.108
   1905	   1.	 130.000	  26.000	   4.069	   1.234	   1.181	   1.214
   1906	   1.	 130.000	  27.000	   3.225	   0.919	   0.876	   0.943
   1907	   1.	 130.000	  28.000	   2.682	   0.711	   0.768	   0.750
   1908	   1.	 130.000	  29.000	   2.286	   0.554	   0.683	   0.604
   1909	   1.	 130.000	  30.000	   3.152	   0.895	   1.048	   0.924
   1910	   2.	 115.000	  16.000	   3.554	   1.190	   1.154	   1.131
   1911	   2.	 115.000	  17.000	   2.753	   0.865	   0.803	   0.844
   1912	   2.	 115.000	  18.000	   3.608	   1.202	   1.193	   1.145
   1913	   2.	 115.000	  19.000	   3.815	   1.276	   1.162	   1.207
   1914	   2.	 115.000	  20.000	   3.353	   1.114	   0.983	   1.048
   1915	   2.	 115.000	  21.000	   2.386	   0.726	   0.698	   0.713
   1916	   2.	 115.000	  22.000	   3.175	   1.106	   1.195	   1.106
   1917	   2.	 115.000	  23.000	   2.717	   0.900	   0.943	   0.976
   1918	   2.	 115.000	  24.000	   2.244	   0.705	   0.829	   0.822
   1919	   2.	 115.000	  25.000	   3.106	   1.053	   1.227	   1.172
   1920	   2.	 115.000	  26.000	   3.006	   1.000	   1.047	   1.101
