 num = number of series             ident = series identification
 ify = first year of time series      ily = last year of time series
 yfp = years from pith for rcs        itn = transform (>3 = power*1000)
 idt = series detrending options      ips = series ar model order options
 isb = stabilize variance options     icu = use (1) or do not use (0)
 ics = save (1) or do not save (0)    cpa = common period analysis series
                   -- do not delete these lines --
 num  ident      ify   ily   yfp   itn   idt   ips   isb   icu   ics   cpa
   1  60348     1890  2009     0     4   -67     0     0     1     1     1
   2  111172    1896  2009     0     4   -67     0     0     1     1     2
   3  90653     1900  2009     0     4   -67     0     0     1     1     3
   4  40538     1938  2009     0     4   -67     0     0     1     1     4
   5  140764    1935  2009     0     4   -67     0     0     1     1     5
   6  60333     1925  2009     0     4   -67     0     0     1     1     6
   7  40529     1899  2009     0     4   -67     0     0     1     1     7
   8  50323     1943  2009     0     4   -67     0     0     1     1     8
   9  70444     1894  2009     0     4   -67     0     0     1     1     9
  10  70308     1925  2009     0     4   -67     0     0     1     1    10
  11  50367     1927  2009     0     4   -67     0     0     1     1    11
  12  100942    1924  2009     0     4   -67     0     0     1     1    12
  13  60187     1916  2009     0     4   -67     0     0     1     1    13
  14  70083     1882  2009     0     4   -67     0     0     1     1    14
  15  80402A    1917  2009     0     4   -67     0     0     1     1    15
  16  60161     1877  2009     0     4   -67     0     0     1     1    16
  17  111173    1938  2017     0     4   -67     0     0     1     1     2
  18  70334     1930  2009     0     4   -67     0     0     1     1    17
  19  80230     1900  2009     0     4   -67     0     0     1     1    18
  20  152069    1948  2009     0     4   -67     0     0     1     1    19
  21  192070    1881  2009     0     4   -67     0     0     1     1    20
  22  192068    1830  2009     0     4   -67     0     0     1     1    21
  23  192130    1939  2009     0     4   -67     0     0     1     1    22
  24  202135    1924  2009     0     4   -67     0     0     1     1    23
  25  152044    1953  2009     0     4   -67     0     0     1     1     0
  26  162415    1933  2009     0     4   -67     0     0     1     1    25
  27  192074    1952  2009     0     4   -67     0     0     1     1     0
  28  172517    1955  2009     0     4   -67     0     0     1     1     0
  29  202230    1903  2009     0     4   -67     0     0     1     1    27
  30  10731     1882  2009     0     4   -67     0     0     1     1    28
  31  142602    1777  2009     0     4   -67     0     0     1     1    29
  32  52323     1906  2009     0     4   -67     0     0     1     1    30
  33  151120    1892  2009     0     4   -67     0     0     1     1    31
  34  52462     1919  2009     0     4   -67     0     0     1     1    32
  35  111240    1934  2009     0     4   -67     0     0     1     1    33
  36  32381     1922  2009     0     4   -67     0     0     1     1    34
  37  22064     1870  2009     0     4   -67     0     0     1     1    35
  38  62373     1910  2009     0     4   -67     0     0     1     1    36
  39  80465A    1919  2012     0     4   -67     0     0     1     1    37
  40  11196A    1930  2015     0     4   -67     0     0     1     1    38
  41  32513A    1932  2016     0     4   -67     0     0     1     1    39
  42  72361A    1972  2016     0     4   -67     0     0     1     1     0
  43  151120A   1903  2014     0     4   -67     0     0     1     1    31
  44  182056A   1945  2016     0     4   -67     0     0     1     1    41
  45  80458     1898  2009     0     4   -67     0     0     1     1    42
  46  101075    1919  2011     0     4   -67     0     0     1     1    43
  47  60023     1930  2002     0     4   -67     0     0     1     1    44
  48  141031    1932  2010     0     4   -67     0     0     1     1    45
  49  142583    1893  2009     0     4   -67     0     0     1     1    46
  50  202324    1938  2012     0     4   -67     0     0     1     1    47
  51  10726     1904  2009     0     4   -67     0     0     1     1    48
  52  22031     1848  2009     0     4   -67     0     0     1     1    49
  53  70198     1903  2009     0     4   -67     0     0     1     1    50
  54  80663     1959  2006     0     4   -67     0     0     1     1     0
  55  192108    1936  2010     0     4   -67     0     0     1     1    52
  56  192083    1949  2002     0     4   -67     0     0     1     1    53
  57  162030    1922  2009     0     4   -67     0     0     1     1    54
  58  202103    1957  2009     0     4   -67     0     0     1     1     0
  59  70148     1943  2005     0     4   -67     0     0     1     1    56
  60  50434     1930  2006     0     4   -67     0     0     1     1    57
  61  101121    1940  2005     0     4   -67     0     0     1     1    58
  62  80437     1915  2012     0     4   -67     0     0     1     1    59
  63  32032     1936  2002     0     4   -67     0     0     1     1    60
  64  162438    1958  2009     0     4   -67     0     0     1     1     0
  65  202010A   1880  2014     0     4   -67     0     0     1     1    62
  66  22600r    1963  2009     0     4   -67     0     0     1     1     0
  67  42389     1875  2009     0     4   -67     0     0     1     1    64
  68  80465r    1916  2003     0     4   -67     0     0     1     1    37
  69  202029A   1959  2016     0     4   -67     0     0     1     1     0
