year	num	seg	age	raw	std	res	ars
   1889	   1.	 121.000	   1.000	   5.293	   0.995	   1.002	   1.003
   1890	   1.	 121.000	   2.000	   4.242	   0.766	   0.802	   0.808
   1891	   1.	 121.000	   3.000	   5.698	   1.112	   1.144	   1.068
   1892	   1.	 121.000	   4.000	   5.631	   1.094	   1.062	   1.094
   1893	   2.	 122.000	   3.000	   3.430	   0.954	   0.964	   1.005
   1894	   2.	 122.000	   4.000	   3.771	   1.153	   1.120	   1.126
   1895	   2.	 122.000	   5.000	   3.580	   1.001	   0.969	   1.024
   1896	   2.	 122.000	   6.000	   3.920	   1.150	   1.100	   1.114
   1897	   2.	 122.000	   7.000	   3.880	   1.146	   1.073	   1.124
   1898	   2.	 122.000	   8.000	   3.441	   0.921	   0.902	   0.956
   1899	   2.	 122.000	   9.000	   3.344	   0.907	   0.944	   0.930
   1900	   2.	 122.000	  10.000	   3.566	   0.984	   1.023	   0.998
   1901	   2.	 122.000	  11.000	   3.417	   0.969	   0.992	   0.994
   1902	   3.	 117.333	   8.333	   4.887	   0.757	   0.770	   0.773
   1903	   3.	 117.333	   9.333	   4.914	   1.050	   1.235	   1.145
   1904	   3.	 117.333	  10.333	   5.381	   1.033	   1.109	   1.173
   1905	   3.	 117.333	  11.333	   5.398	   1.038	   0.993	   1.067
   1906	   3.	 117.333	  12.333	   5.018	   0.928	   0.930	   0.961
   1907	   3.	 117.333	  13.333	   4.561	   0.837	   0.871	   0.859
   1908	   3.	 117.333	  14.333	   4.986	   0.927	   0.994	   0.939
   1909	   3.	 117.333	  15.333	   4.690	   1.039	   1.092	   1.070
   1910	   3.	 117.333	  16.333	   4.874	   0.973	   0.986	   1.018
   1911	   3.	 117.333	  17.333	   3.952	   0.724	   0.725	   0.738
   1912	   3.	 117.333	  18.333	   4.592	   0.841	   0.946	   0.842
   1913	   3.	 117.333	  19.333	   4.321	   0.789	   0.872	   0.812
   1914	   3.	 117.333	  20.333	   4.232	   0.773	   0.829	   0.756
   1915	   4.	 111.750	  16.250	   3.785	   1.115	   1.183	   1.086
   1916	   4.	 111.750	  17.250	   3.588	   1.018	   0.929	   0.967
   1917	   5.	 108.000	  14.800	   1.909	   1.004	   0.983	   0.973
   1918	   6.	 105.333	  13.333	   2.894	   0.854	   0.876	   0.869
   1919	   7.	 104.286	  12.429	   3.114	   0.982	   1.022	   0.972
   1920	   7.	 104.286	  13.429	   3.243	   1.050	   0.997	   0.989
   1921	   7.	 104.286	  14.429	   3.608	   1.084	   0.996	   0.995
   1922	   7.	 104.286	  15.429	   3.203	   1.113	   1.112	   1.114
   1923	   8.	 102.125	  14.500	   2.577	   0.992	   0.963	   1.013
   1924	   9.	 100.000	  13.889	   2.526	   1.222	   1.195	   1.206
   1925	   9.	 100.000	  14.889	   2.123	   0.900	   0.864	   0.951
   1926	   9.	 100.000	  15.889	   2.678	   0.918	   0.978	   0.961
   1927	  10.	  98.300	  15.300	   2.990	   1.128	   1.146	   1.134
   1928	  10.	  98.300	  16.300	   2.368	   1.034	   0.996	   1.054
   1929	  10.	  98.300	  17.300	   2.260	   1.143	   1.118	   1.144
   1930	  11.	  96.636	  16.727	   2.100	   0.837	   0.832	   0.894
   1931	  12.	  95.167	  16.333	   2.444	   0.815	   0.843	   0.804
   1932	  12.	  95.167	  17.333	   2.138	   0.767	   0.820	   0.744
   1933	  12.	  95.167	  18.333	   2.944	   0.951	   1.068	   0.966
   1934	  14.	  92.429	  16.714	   2.771	   0.979	   0.998	   0.987
   1935	  14.	  92.429	  17.714	   2.831	   0.971	   0.978	   0.977
   1936	  14.	  92.429	  18.714	   2.705	   0.951	   0.976	   0.970
   1937	  15.	  91.133	  18.467	   2.899	   1.073	   1.053	   1.044
   1938	  15.	  91.133	  19.467	   2.968	   1.179	   1.071	   1.093
   1939	  15.	  91.133	  20.467	   2.707	   0.926	   0.862	   0.904
   1940	  15.	  91.133	  21.467	   2.761	   1.144	   1.144	   1.108
   1941	  15.	  91.133	  22.467	   2.579	   1.039	   0.994	   1.042
   1942	  15.	  91.133	  23.467	   2.769	   1.040	   1.063	   1.084
   1943	  16.	  89.875	  23.000	   2.285	   0.892	   0.862	   0.900
   1944	  16.	  89.875	  24.000	   2.381	   0.849	   0.937	   0.900
   1945	  17.	  88.118	  23.588	   2.740	   1.083	   1.129	   1.091
   1946	  18.	  86.778	  23.278	   2.394	   0.938	   0.956	   0.997
   1947	  18.	  86.778	  24.278	   2.305	   0.872	   0.910	   0.912
   1948	  18.	  86.778	  25.278	   2.626	   1.042	   1.095	   1.062
   1949	  18.	  86.778	  26.278	   2.764	   1.058	   1.077	   1.106
   1950	  20.	  84.050	  24.650	   2.468	   1.051	   1.042	   1.090
   1951	  20.	  84.050	  25.650	   2.559	   1.181	   1.160	   1.201
   1952	  20.	  84.050	  26.650	   1.975	   0.861	   0.839	   0.924
   1953	  20.	  84.050	  27.650	   2.299	   0.908	   0.948	   0.920
   1954	  20.	  84.050	  28.650	   1.937	   0.786	   0.827	   0.799
