year	num	seg	age	raw	std	res	ars
   1887	   1.	 118.000	   1.000	   1.126	   0.879	   0.930	   0.922
   1888	   1.	 118.000	   2.000	   0.987	   0.754	   0.842	   0.818
   1889	   1.	 118.000	   3.000	   1.538	   1.216	   1.219	   1.159
   1890	   1.	 118.000	   4.000	   1.221	   0.942	   0.922	   0.976
   1891	   1.	 118.000	   5.000	   1.208	   0.926	   0.946	   0.940
   1892	   1.	 118.000	   6.000	   1.588	   1.219	   1.201	   1.182
   1893	   1.	 118.000	   7.000	   1.035	   0.783	   0.764	   0.826
   1894	   1.	 118.000	   8.000	   1.315	   0.992	   1.035	   0.979
   1895	   1.	 118.000	   9.000	   1.404	   1.051	   1.063	   1.057
   1896	   1.	 118.000	  10.000	   1.335	   0.995	   0.989	   1.009
   1897	   1.	 118.000	  11.000	   1.375	   1.017	   1.020	   1.025
   1898	   1.	 118.000	  12.000	   1.162	   0.873	   0.875	   0.885
   1899	   1.	 118.000	  13.000	   1.371	   1.005	   1.042	   1.006
   1900	   1.	 118.000	  14.000	   1.414	   1.028	   1.040	   1.044
   1901	   1.	 118.000	  15.000	   1.707	   1.194	   1.197	   1.214
   1902	   2.	 112.500	   8.500	   2.586	   1.166	   1.141	   1.214
   1903	   2.	 112.500	   9.500	   2.659	   1.195	   1.163	   1.236
   1904	   2.	 112.500	  10.500	   2.599	   1.187	   1.148	   1.228
   1905	   2.	 112.500	  11.500	   2.335	   1.124	   1.080	   1.158
   1906	   2.	 112.500	  12.500	   1.472	   0.833	   0.769	   0.823
   1907	   2.	 112.500	  13.500	   1.655	   0.878	   0.906	   0.849
   1908	   2.	 112.500	  14.500	   1.397	   0.758	   0.776	   0.727
   1909	   2.	 112.500	  15.500	   1.911	   0.973	   1.047	   0.958
   1910	   2.	 112.500	  16.500	   2.285	   1.048	   1.077	   1.065
   1911	   2.	 112.500	  17.500	   1.469	   0.741	   0.703	   0.726
   1912	   2.	 112.500	  18.500	   1.345	   0.703	   0.750	   0.661
   1913	   2.	 112.500	  19.500	   1.869	   0.840	   0.932	   0.820
   1914	   2.	 112.500	  20.500	   2.368	   1.031	   1.101	   1.043
   1915	   2.	 112.500	  21.500	   2.067	   0.910	   0.913	   0.929
   1916	   2.	 112.500	  22.500	   2.567	   1.115	   1.146	   1.124
   1917	   2.	 112.500	  23.500	   2.384	   1.040	   1.022	   1.065
   1918	   2.	 112.500	  24.500	   1.753	   0.791	   0.772	   0.795
   1919	   2.	 112.500	  25.500	   2.263	   0.981	   1.039	   0.972
   1920	   3.	 105.000	  18.000	   0.989	   1.081	   1.037	   1.029
   1921	   4.	 100.250	  14.500	   1.909	   1.077	   1.110	   1.122
   1922	   4.	 100.250	  15.500	   1.826	   1.181	   1.173	   1.215
   1923	   4.	 100.250	  16.500	   1.380	   0.930	   0.892	   0.965
   1924	   4.	 100.250	  17.500	   1.961	   1.140	   1.123	   1.113
   1925	   4.	 100.250	  18.500	   1.712	   1.061	   1.007	   1.046
   1926	   4.	 100.250	  19.500	   1.332	   0.805	   0.814	   0.832
   1927	   4.	 100.250	  20.500	   1.950	   1.104	   1.157	   1.103
   1928	   5.	  96.600	  17.400	   2.668	   1.167	   1.160	   1.196
   1929	   5.	  96.600	  18.400	   2.877	   1.175	   1.126	   1.193
   1930	   6.	  93.833	  16.333	   1.543	   0.730	   0.719	   0.785
   1931	   6.	  93.833	  17.333	   1.708	   0.889	   0.985	   0.915
   1932	   7.	  91.571	  15.857	   1.579	   0.772	   0.836	   0.810
   1933	   8.	  89.750	  14.875	   1.947	   1.109	   1.121	   1.059
   1934	   8.	  89.750	  15.875	   1.829	   0.919	   0.807	   0.829
