 num = number of series             ident = series identification
 ify = first year of time series      ily = last year of time series
 yfp = years from pith for rcs        itn = transform (>3 = power*1000)
 idt = series detrending options      ips = series ar model order options
 isb = stabilize variance options     icu = use (1) or do not use (0)
 ics = save (1) or do not save (0)    cpa = common period analysis series
                   -- do not delete these lines --
 num  ident      ify   ily   yfp   itn   idt   ips   isb   icu   ics   cpa
   1  60086     1954  2009     0     4   -67     0     0     1     1     0
   2  101100    1944  2007     0     4   -67     0     0     1     1     2
   3  40479     1969  2009     0     4   -67     0     0     1     1     0
   4  90658     1933  2009     0     4   -67     0     0     1     1     4
   5  40485     1973  2009     0     4   -67     0     0     1     1     0
   6  90062     1948  2009     0     4   -67     0     0     1     1     6
   7  111208    1940  2009     0     4   -67     0     0     1     1     7
   8  70182     1951  2009     0     4   -67     0     0     1     1     0
   9  100956    1971  2007     0     4   -67     0     0     1     1     0
  10  90616     1921  2006     0     4   -67     0     0     1     1    10
  11  40549     1951  2009     0     4   -67     0     0     1     1     0
  12  90278     1946  2005     0     4   -67     0     0     1     1    12
  13  50340     1944  2009     0     4   -67     0     0     1     1    13
  14  110795    1966  2009     0     4   -67     0     0     1     1     0
  15  60339     1964  2009     0     4   -67     0     0     1     1     0
  16  110797    1954  2009     0     4   -67     0     0     1     1     0
  17  90121     1954  2009     0     4   -67     0     0     1     1     0
  18  40554     1928  2009     0     4   -67     0     0     1     1    17
  19  50299     1964  2009     0     4   -67     0     0     1     1     0
  20  60145     1971  2009     0     4   -67     0     0     1     1     0
  21  90276     1960  2009     0     4   -67     0     0     1     1     0
  22  40480     1963  2009     0     4   -67     0     0     1     1     0
  23  90567     1950  2008     0     4   -67     0     0     1     1    22
  24  182695    1963  2009     0     4   -67     0     0     1     1     0
  25  10194     1983  2009     0     4   -67     0     0     1     1     0
  26  171306    1969  2009     0     4   -67     0     0     1     1     0
  27  12032     1975  2005     0     4   -67     0     0     1     1     0
  28  190635    1969  2009     0     4   -67     0     0     1     1     0
  29  150911    1959  2009     0     4   -67     0     0     1     1     0
  30  151140    1963  2009     0     4   -67     0     0     1     1     0
  31  160760    1974  2008     0     4   -67     0     0     1     1     0
  32  151123    1961  2009     0     4   -67     0     0     1     1     0
  33  10619     1959  2009     0     4   -67     0     0     1     1     0
  34  20820     1971  2009     0     4   -67     0     0     1     1     0
  35  60426     1954  2009     0     4   -67     0     0     1     1     0
  36  70018     1958  2009     0     4   -67     0     0     1     1     0
  37  10675     1960  2009     0     4   -67     0     0     1     1     0
  38  50559     1955  2009     0     4   -67     0     0     1     1     0
  39  52130     1959  2009     0     4   -67     0     0     1     1     0
  40  102157    1951  2009     0     4   -67     0     0     1     1     0
  41  50652     1967  2009     0     4   -67     0     0     1     1     0
  42  40873     1920  2009     0     4   -67     0     0     1     1    41
  43  60486     1948  2008     0     4   -67     0     0     1     1    42
  44  60467     1962  2009     0     4   -67     0     0     1     1     0
  45  50563     1954  2009     0     4   -67     0     0     1     1     0
  46  20693     1967  2009     0     4   -67     0     0     1     1     0
  47  30333     1930  2009     0     4   -67     0     0     1     1    46
  48  92562     1953  2009     0     4   -67     0     0     1     1     0
  49  20627     1977  2009     0     4   -67     0     0     1     1     0
  50  10664     1974  2009     0     4   -67     0     0     1     1     0
  51  40585     1979  2009     0     4   -67     0     0     1     1     0
  52  101150    1975  2009     0     4   -67     0     0     1     1     0
  53  150941    1954  2009     0     4   -67     0     0     1     1     0
  54  20847     1968  2009     0     4   -67     0     0     1     1     0
  55  40536     1964  2009     0     4   -67     0     0     1     1     0
  56  40493     1953  2009     0     4   -67     0     0     1     1     0
  57  60129     1952  2009     0     4   -67     0     0     1     1     0
  58  50330     1958  2009     0     4   -67     0     0     1     1     0
  59  132532    1952  2007     0     4   -67     0     0     1     1     0
  60  50301     1958  2007     0     4   -67     0     0     1     1     0
  61  152661    1970  2009     0     4   -67     0     0     1     1     0
  62  111171    1950  2009     0     4   -67     0     0     1     1    61
  63  10743     1964  2009     0     4   -67     0     0     1     1     0
  64  40889     1962  2009     0     4   -67     0     0     1     1     0
  65  60295     1962  2009     0     4   -67     0     0     1     1     0
  66  30534     1979  2008     0     4   -67     0     0     1     1     0
  67  50433     1960  2006     0     4   -67     0     0     1     1     0
  68  10647     1942  2009     0     4   -67     0     0     1     1    67
  69  171150    1961  2000     0     4   -67     0     0     1     1     0
  70  70180     1977  2007     0     4   -67     0     0     1     1     0
  71  10730     1936  2002     0     4   -67     0     0     1     1    70
  72  30472     1954  2001     0     4   -67     0     0     1     1     0
