 num = number of series             ident = series identification
 ify = first year of time series      ily = last year of time series
 yfp = years from pith for rcs        itn = transform (>3 = power*1000)
 idt = series detrending options      ips = series ar model order options
 isb = stabilize variance options     icu = use (1) or do not use (0)
 ics = save (1) or do not save (0)    cpa = common period analysis series
                   -- do not delete these lines --
 num  ident      ify   ily   yfp   itn   idt   ips   isb   icu   ics   cpa
   1  12490     1940  2009     0     4   -67     0     0     1     1     1
   2  22545     1922  2009     0     4   -67     0     0     1     1     2
   3  22604     1964  2009     0     4   -67     0     0     1     1     0
   4  32189     1936  2009     0     4   -67     0     0     1     1     4
   5  42544     1944  2009     0     4   -67     0     0     1     1     5
   6  50406     1939  2009     0     4   -67     0     0     1     1     6
   7  50474     1923  2009     0     4   -67     0     0     1     1     7
   8  50555     1919  2009     0     4   -67     0     0     1     1     8
   9  60083     1960  2009     0     4   -67     0     0     1     1     0
  10  60287     1947  2009     0     4   -67     0     0     1     1    10
  11  62248     1952  2009     0     4   -67     0     0     1     1     0
  12  70433     1914  2009     0     4   -67     0     0     1     1    12
  13  80282     1955  2009     0     4   -67     0     0     1     1     0
  14  80711     1906  2009     0     4   -67     0     0     1     1    14
  15  80719     1915  2009     0     4   -67     0     0     1     1    15
  16  82218     1919  2009     0     4   -67     0     0     1     1    16
  17  90287     1920  2009     0     4   -67     0     0     1     1    17
  18  90645     1954  2009     0     4   -67     0     0     1     1     0
  19  91377     1927  2009     0     4   -67     0     0     1     1    19
  20  92486     1921  2009     0     4   -67     0     0     1     1    20
  21  92493     1917  2009     0     4   -67     0     0     1     1    21
  22  102412    1929  2009     0     4   -67     0     0     1     1    22
  23  110128    1953  2009     0     4   -67     0     0     1     1     0
  24  110379    1970  2009     0     4   -67     0     0     1     1     0
  25  110791    1925  2009     0     4   -67     0     0     1     1    25
  26  110798    1933  2009     0     4   -67     0     0     1     1    25
  27  110914    1925  2009     0     4   -67     0     0     1     1    26
  28  110950    1938  2009     0     4   -67     0     0     1     1    27
  29  111014    1926  2008     0     4   -67     0     0     1     1    28
  30  111030    1923  2009     0     4   -67     0     0     1     1    29
  31  111051    1923  2009     0     4   -67     0     0     1     1    30
  32  111134    1918  2005     0     4   -67     0     0     1     1    31
  33  121212    1908  2009     0     4   -67     0     0     1     1    32
  34  121284    1922  2009     0     4   -67     0     0     1     1    33
  35  121442    1952  2009     0     4   -67     0     0     1     1     0
  36  131017    1950  2009     0     4   -67     0     0     1     1    35
  37  131080    1930  2009     0     4   -67     0     0     1     1    36
  38  131304    1930  2009     0     4   -67     0     0     1     1    37
  39  140735    1939  2009     0     4   -67     0     0     1     1    38
  40  160665    1954  2009     0     4   -67     0     0     1     1     0
  41  160777    1949  2009     0     4   -67     0     0     1     1    40
  42  160930    1925  2009     0     4   -67     0     0     1     1    41
  43  170994    1960  2009     0     4   -67     0     0     1     1     0
  44  172229    1880  2009     0     4   -67     0     0     1     1    43
  45  180751    1943  2009     0     4   -67     0     0     1     1    44
  46  180794    1948  2009     0     4   -67     0     0     1     1    45
  47  190018    1953  2009     0     4   -67     0     0     1     1     0
  48  190438    1936  2009     0     4   -67     0     0     1     1    47
  49  200038    1955  2009     0     4   -67     0     0     1     1     0
  50  200168    1950  2009     0     4   -67     0     0     1     1    49
  51  200389    1950  2009     0     4   -67     0     0     1     1    50
  52  200988    1954  2009     0     4   -67     0     0     1     1     0
  53  202162    1980  2009     0     4   -67     0     0     1     1     0
  54  12369A    1953  2013     0     4   -67     0     0     1     1     0
  55  20804A    1913  2005     0     4   -67     0     0     1     1    54
  56  42250A    1924  2014     0     4   -67     0     0     1     1    55
  57  72212A    1946  2013     0     4   -67     0     0     1     1    56
  58  72345A    1933  2012     0     4   -67     0     0     1     1    57
  59  82403A    1922  2013     0     4   -67     0     0     1     1    58
  60  92360A    1922  2015     0     4   -67     0     0     1     1    59
  61  92442A    1940  2010     0     4   -67     0     0     1     1    60
  62  102470A   1931  2013     0     4   -67     0     0     1     1    61
  63  122554A   1935  2009     0     4   -67     0     0     1     1    62
  64  190075A   1957  2015     0     4   -67     0     0     1     1     0
  65  42232A    1943  2010     0     4   -67     0     0     1     1    64
  66  042565A   1933  2013     0     4   -67     0     0     1     1    65
  67  70602A    1929  2015     0     4   -67     0     0     1     1    66
  68  90285A    1926  2012     0     4   -67     0     0     1     1    67
  69  092501A   1932  2015     0     4   -67     0     0     1     1    68
  70  111166A   1918  2014     0     4   -67     0     0     1     1    69
  71  121017A   1956  2017     0     4   -67     0     0     1     1     0
  72  131192A   1949  2001     0     4   -67     0     0     1     1    71
  73  151051A   1923  2016     0     4   -67     0     0     1     1    72
  74  160962A   1920  2007     0     4   -67     0     0     1     1    73
  75  172220A   1959  2016     0     4   -67     0     0     1     1     0
