year	num	seg	age	raw	std	res	ars
   1902	   1.	 107.000	   1.000	   3.797	   1.189	   1.174	   1.210
   1903	   1.	 107.000	   2.000	   3.835	   1.204	   1.112	   1.194
   1904	   1.	 107.000	   3.000	   3.508	   1.130	   1.017	   1.113
   1905	   1.	 107.000	   4.000	   2.655	   0.937	   0.860	   0.900
   1906	   1.	 107.000	   5.000	   1.129	   0.632	   0.653	   0.613
   1907	   1.	 107.000	   6.000	   1.605	   0.715	   0.868	   0.700
   1908	   1.	 107.000	   7.000	   1.527	   0.694	   0.776	   0.622
   1909	   1.	 107.000	   8.000	   1.926	   0.771	   0.878	   0.766
   1910	   1.	 107.000	   9.000	   3.104	   1.050	   1.192	   1.095
   1911	   1.	 107.000	  10.000	   2.025	   0.784	   0.717	   0.777
   1912	   1.	 107.000	  11.000	   1.728	   0.712	   0.794	   0.785
   1913	   1.	 107.000	  12.000	   3.011	   1.032	   1.224	   1.092
   1914	   1.	 107.000	  13.000	   3.642	   1.225	   1.203	   1.237
   1915	   1.	 107.000	  14.000	   3.224	   1.101	   0.969	   1.109
   1916	   1.	 107.000	  15.000	   3.791	   1.291	   1.285	   1.357
   1917	   1.	 107.000	  16.000	   3.521	   1.209	   1.066	   1.165
   1918	   1.	 107.000	  17.000	   2.511	   0.893	   0.781	   0.890
   1919	   1.	 107.000	  18.000	   3.354	   1.166	   1.262	   1.196
   1920	   1.	 107.000	  19.000	   3.142	   1.100	   0.988	   1.003
   1921	   1.	 107.000	  20.000	   3.246	   1.143	   1.077	   1.141
   1922	   1.	 107.000	  21.000	   3.860	   1.384	   1.361	   1.379
   1923	   1.	 107.000	  22.000	   3.149	   1.125	   0.913	   1.068
   1924	   1.	 107.000	  23.000	   3.733	   1.364	   1.346	   1.426
   1925	   1.	 107.000	  24.000	   3.333	   1.218	   1.040	   1.127
   1926	   1.	 107.000	  25.000	   2.293	   0.843	   0.728	   0.845
   1927	   1.	 107.000	  26.000	   3.057	   1.136	   1.257	   1.155
   1928	   1.	 107.000	  27.000	   3.460	   1.330	   1.244	   1.246
   1929	   1.	 107.000	  28.000	   3.319	   1.290	   1.098	   1.244
   1930	   1.	 107.000	  29.000	   2.089	   0.778	   0.688	   0.792
   1931	   1.	 107.000	  30.000	   1.379	   0.529	   0.671	   0.611
   1932	   2.	  92.500	  16.000	   1.541	   0.763	   0.956	   0.741
   1933	   2.	  92.500	  17.000	   1.969	   0.930	   1.022	   0.897
   1934	   2.	  92.500	  18.000	   2.199	   1.001	   0.984	   0.973
   1935	   2.	  92.500	  19.000	   1.787	   0.808	   0.771	   0.793
   1936	   2.	  92.500	  20.000	   1.959	   0.882	   0.985	   0.932
   1937	   2.	  92.500	  21.000	   1.766	   0.746	   0.840	   0.784
   1938	   2.	  92.500	  22.000	   2.297	   1.080	   1.166	   1.122
   1939	   2.	  92.500	  23.000	   2.040	   0.907	   0.857	   0.869
   1940	   3.	  85.000	  16.333	   1.700	   0.788	   0.878	   0.901
   1941	   3.	  85.000	  17.333	   1.992	   1.113	   1.270	   1.192
   1942	   3.	  85.000	  18.333	   2.172	   0.884	   0.820	   0.890
   1943	   3.	  85.000	  19.333	   2.183	   0.905	   0.974	   0.996
   1944	   3.	  85.000	  20.333	   1.420	   0.760	   0.816	   0.761
   1945	   3.	  85.000	  21.333	   2.418	   1.296	   1.346	   1.290
   1946	   3.	  85.000	  22.333	   1.892	   0.697	   0.645	   0.699
   1947	   3.	  85.000	  23.333	   1.909	   1.112	   0.789	   0.793
   1948	   3.	  85.000	  24.333	   1.606	   0.643	   0.888	   0.708
   1949	   3.	  85.000	  25.333	   2.273	   1.074	   1.234	   1.153
   1950	   4.	  78.750	  20.000	   2.084	   1.616	   1.407	   1.446
   1951	   4.	  78.750	  21.000	   1.723	   1.118	   0.807	   1.042
   1952	   4.	  78.750	  22.000	   1.626	   0.771	   0.806	   0.883
   1953	   4.	  78.750	  23.000	   1.510	   0.696	   0.816	   0.707
   1954	   4.	  78.750	  24.000	   2.049	   0.892	   0.937	   0.810
   1955	   6.	  70.833	  17.000	   1.774	   0.929	   1.025	   0.927
   1956	   6.	  70.833	  18.000	   1.994	   1.038	   1.061	   1.055
   1957	   6.	  70.833	  19.000	   1.921	   1.050	   0.938	   0.980
   1958	   6.	  70.833	  20.000	   2.268	   1.157	   1.148	   1.170
   1959	   6.	  70.833	  21.000	   2.456	   1.127	   1.016	   1.061
   1960	   6.	  70.833	  22.000	   2.484	   1.210	   1.144	   1.206
   1961	   6.	  70.833	  23.000	   2.661	   1.315	   1.352	   1.409
   1962	   6.	  70.833	  24.000	   2.561	   1.198	   1.025	   1.194
   1963	   6.	  70.833	  25.000	   2.189	   1.003	   0.892	   1.002
   1964	   6.	  70.833	  26.000	   1.599	   0.442	   0.738	   0.707
   1965	   6.	  70.833	  27.000	   1.825	   0.840	   0.955	   0.824
   1966	   6.	  70.833	  28.000	   1.452	   0.504	   0.555	   0.448
   1967	   6.	  70.833	  29.000	   2.156	   0.909	   1.130	   0.964
   1968	   7.	  66.714	  25.857	   2.393	   1.108	   1.276	   1.188
   1969	   7.	  66.714	  26.857	   2.662	   1.380	   1.051	   1.215
   1970	   7.	  66.714	  27.857	   2.557	   1.165	   0.953	   1.072
   1971	   7.	  66.714	  28.857	   2.015	   0.816	   0.761	   0.797
   1972	   7.	  66.714	  29.857	   2.057	   0.964	   1.101	   1.010
   1973	   7.	  66.714	  30.857	   2.098	   0.798	   0.798	   0.751
   1974	   7.	  66.714	  31.857	   2.001	   0.861	   0.852	   0.811
   1975	   7.	  66.714	  32.857	   2.176	   0.869	   0.875	   0.763
   1976	   7.	  66.714	  33.857	   2.366	   1.044	   1.083	   1.015
   1977	   7.	  66.714	  34.857	   1.845	   0.529	   0.588	   0.588
   1978	   7.	  66.714	  35.857	   2.365	   1.057	   1.189	   1.100
   1979	   7.	  66.714	  36.857	   2.342	   0.957	   1.070	   1.019
   1980	   7.	  66.714	  37.857	   2.285	   1.389	   1.216	   1.326
   1981	   7.	  66.714	  38.857	   2.691	   1.158	   1.137	   1.235
   1982	   7.	  66.714	  39.857	   3.056	   1.648	   1.361	   1.510
   1983	   7.	  66.714	  40.857	   2.630	   1.135	   0.923	   1.081
   1984	   7.	  66.714	  41.857	   2.844	   1.367	   1.359	   1.451
   1985	   7.	  66.714	  42.857	   2.597	   1.041	   1.076	   1.150
   1986	   7.	  66.714	  43.857	   2.397	   0.977	   0.862	   0.989
   1987	   7.	  66.714	  44.857	   1.675	   1.048	   1.076	   1.022
   1988	   7.	  66.714	  45.857	   1.847	   1.076	   1.133	   1.113
   1989	   7.	  66.714	  46.857	   2.332	   0.983	   0.936	   0.982
   1990	   7.	  66.714	  47.857	   1.719	   1.112	   1.084	   1.099
   1991	   7.	  66.714	  48.857	   1.612	   0.538	   0.607	   0.622
   1992	   7.	  66.714	  49.857	   1.685	   0.905	   1.058	   0.955
   1993	   7.	  66.714	  50.857	   1.963	   0.802	   0.911	   0.804
   1994	   7.	  66.714	  51.857	   1.753	   0.789	   0.838	   0.837
   1995	   7.	  66.714	  52.857	   1.292	   0.677	   0.794	   0.712
   1996	   7.	  66.714	  53.857	   2.119	   1.073	   1.090	   0.999
   1997	   7.	  66.714	  54.857	   1.945	   0.744	   0.763	   0.739
   1998	   7.	  66.714	  55.857	   1.864	   0.724	   0.731	   0.702
   1999	   7.	  66.714	  56.857	   1.426	   0.466	   0.669	   0.525
   2000	   7.	  66.714	  57.857	   2.247	   1.073	   1.230	   1.060
   2001	   7.	  66.714	  58.857	   2.408	   1.163	   1.123	   1.105
   2002	   7.	  66.714	  59.857	   1.897	   0.796	   0.650	   0.791
   2003	   7.	  66.714	  60.857	   2.208	   1.047	   1.111	   1.053
   2004	   7.	  66.714	  61.857	   1.967	   0.856	   0.876	   0.835
   2005	   7.	  66.714	  62.857	   2.499	   1.186	   1.123	   1.120
