year	num	seg	age	raw	std	res	ars
   1889	   1.	 129.000	   1.000	   1.839	   0.616	   0.707	   0.685
   1890	   1.	 129.000	   2.000	   1.568	   0.544	   0.713	   0.629
   1891	   1.	 129.000	   3.000	   2.396	   0.739	   0.953	   0.854
   1892	   1.	 129.000	   4.000	   2.893	   0.856	   0.985	   0.948
   1893	   1.	 129.000	   5.000	   3.270	   0.944	   1.017	   1.006
   1894	   2.	 125.500	   3.500	   2.929	   1.269	   1.173	   1.177
   1895	   2.	 125.500	   4.500	   3.783	   1.641	   1.422	   1.473
   1896	   2.	 125.500	   5.500	   3.333	   1.437	   1.074	   1.207
   1897	   2.	 125.500	   6.500	   3.039	   1.305	   1.043	   1.103
   1898	   2.	 125.500	   7.500	   2.599	   1.016	   0.837	   0.868
   1899	   2.	 125.500	   8.500	   2.233	   0.873	   0.881	   0.848
   1900	   2.	 125.500	   9.500	   2.071	   0.754	   0.838	   0.799
   1901	   2.	 125.500	  10.500	   2.586	   1.063	   1.213	   1.160
   1902	   2.	 125.500	  11.500	   2.591	   1.045	   1.017	   1.063
   1903	   2.	 125.500	  12.500	   3.162	   1.299	   1.254	   1.275
   1904	   3.	 120.333	   9.333	   1.239	   1.233	   1.065	   1.144
   1905	   3.	 120.333	  10.333	   0.747	   0.949	   0.767	   0.810
   1906	   3.	 120.333	  11.333	   0.747	   0.988	   0.952	   0.902
   1907	   3.	 120.333	  12.333	   0.884	   0.832	   0.998	   0.974
   1908	   4.	 115.750	  10.250	   2.172	   0.969	   1.001	   0.997
   1909	   4.	 115.750	  11.250	   2.182	   1.025	   0.968	   0.970
   1910	   4.	 115.750	  12.250	   2.200	   1.053	   1.060	   1.054
   1911	   4.	 115.750	  13.250	   1.643	   0.803	   0.786	   0.803
   1912	   4.	 115.750	  14.250	   2.367	   1.005	   1.085	   1.033
   1913	   4.	 115.750	  15.250	   1.999	   0.820	   0.821	   0.832
   1914	   4.	 115.750	  16.250	   1.985	   1.003	   1.006	   0.963
   1915	   4.	 115.750	  17.250	   1.879	   0.993	   1.037	   1.030
   1916	   4.	 115.750	  18.250	   2.386	   1.227	   1.228	   1.239
   1917	   4.	 115.750	  19.250	   1.953	   0.968	   0.824	   0.893
   1918	   4.	 115.750	  20.250	   1.592	   0.895	   0.853	   0.827
   1919	   4.	 115.750	  21.250	   1.759	   0.973	   1.036	   0.991
   1920	   4.	 115.750	  22.250	   1.553	   0.792	   0.855	   0.855
   1921	   4.	 115.750	  23.250	   1.711	   0.893	   1.022	   0.985
   1922	   4.	 115.750	  24.250	   1.585	   0.735	   0.844	   0.843
   1923	   5.	 109.400	  20.400	   1.003	   0.309	   0.668	   0.627
   1924	   5.	 109.400	  21.400	   1.820	   1.035	   1.422	   1.322
   1925	   5.	 109.400	  22.400	   1.235	   0.783	   0.813	   0.904
   1926	   5.	 109.400	  23.400	   1.314	   0.908	   0.975	   0.952
   1927	   5.	 109.400	  24.400	   1.157	   1.006	   1.073	   1.063
   1928	   5.	 109.400	  25.400	   1.595	   1.187	   1.065	   1.085
   1929	   5.	 109.400	  26.400	   1.808	   1.342	   1.231	   1.257
   1930	   5.	 109.400	  27.400	   1.788	   0.918	   0.809	   0.882
   1931	   5.	 109.400	  28.400	   1.527	   1.053	   0.911	   0.881
   1932	   5.	 109.400	  29.400	   1.730	   1.094	   1.082	   1.052
   1933	   6.	 103.833	  25.500	   2.213	   1.267	   1.223	   1.240
   1934	   6.	 103.833	  26.500	   2.157	   0.902	   1.021	   1.089
   1935	   6.	 103.833	  27.500	   2.313	   1.093	   1.136	   1.163
   1936	   7.	 100.286	  24.571	   2.046	   1.140	   1.076	   1.123
   1937	   7.	 100.286	  25.571	   2.117	   0.990	   0.989	   1.026
   1938	   8.	  97.625	  23.375	   2.103	   1.228	   1.165	   1.175
   1939	   8.	  97.625	  24.375	   1.786	   0.903	   0.833	   0.883
   1940	   9.	  95.000	  22.667	   1.983	   1.001	   1.009	   0.980
   1941	   9.	  95.000	  23.667	   2.098	   1.036	   1.079	   1.076
   1942	  10.	  92.200	  22.300	   2.018	   1.019	   0.979	   1.003
   1943	  10.	  92.200	  23.300	   2.039	   1.043	   1.035	   1.038
   1944	  10.	  92.200	  24.300	   1.729	   0.861	   0.775	   0.789
   1945	  10.	  92.200	  25.300	   1.996	   0.993	   1.008	   0.953
   1946	  10.	  92.200	  26.300	   2.004	   0.955	   0.971	   0.961
   1947	  10.	  92.200	  27.300	   2.050	   1.027	   1.024	   1.016
   1948	  10.	  92.200	  28.300	   1.956	   0.955	   0.942	   0.950
   1949	  10.	  92.200	  29.300	   1.856	   0.924	   0.936	   0.925
   1950	  10.	  92.200	  30.300	   1.871	   0.987	   0.933	   0.915
   1951	  10.	  92.200	  31.300	   1.774	   0.894	   0.888	   0.868
   1952	  10.	  92.200	  32.300	   1.425	   0.568	   0.639	   0.605
   1953	  10.	  92.200	  33.300	   1.646	   0.705	   0.979	   0.873
   1954	  10.	  92.200	  34.300	   1.805	   0.922	   1.049	   1.017
   1955	  10.	  92.200	  35.300	   2.115	   1.129	   1.197	   1.205
   1956	  10.	  92.200	  36.300	   2.160	   1.165	   1.111	   1.170
   1957	  10.	  92.200	  37.300	   2.258	   1.278	   1.188	   1.237
   1958	  10.	  92.200	  38.300	   2.297	   1.328	   1.217	   1.285
   1959	  10.	  92.200	  39.300	   1.821	   0.862	   0.782	   0.863
   1960	  10.	  92.200	  40.300	   2.046	   1.083	   1.137	   1.102
   1961	  10.	  92.200	  41.300	   2.175	   1.221	   1.137	   1.167
   1962	  10.	  92.200	  42.300	   1.863	   0.888	   0.826	   0.875
   1963	  10.	  92.200	  43.300	   1.767	   0.825	   0.869	   0.837
   1964	  10.	  92.200	  44.300	   1.645	   0.693	   0.800	   0.758
   1965	  10.	  92.200	  45.300	   1.897	   0.925	   1.060	   0.996
   1966	  10.	  92.200	  46.300	   1.384	   0.468	   0.534	   0.536
   1967	  11.	  88.000	  43.091	   1.831	   0.925	   1.047	   0.922
   1968	  11.	  88.000	  44.091	   2.155	   1.136	   1.208	   1.190
   1969	  11.	  88.000	  45.091	   2.072	   1.081	   1.026	   1.081
   1970	  11.	  88.000	  46.091	   2.247	   1.274	   1.174	   1.199
   1971	  11.	  88.000	  47.091	   2.019	   1.021	   0.903	   0.961
   1972	  11.	  88.000	  48.091	   2.255	   1.217	   1.127	   1.119
   1973	  11.	  88.000	  49.091	   2.239	   1.143	   1.086	   1.122
   1974	  11.	  88.000	  50.091	   2.188	   1.111	   1.094	   1.130
   1975	  11.	  88.000	  51.091	   2.041	   1.141	   1.029	   1.068
   1976	  11.	  88.000	  52.091	   1.961	   1.079	   0.967	   0.988
   1977	  11.	  88.000	  53.091	   1.788	   0.819	   0.848	   0.848
   1978	  11.	  88.000	  54.091	   1.852	   0.980	   1.067	   1.028
   1979	  11.	  88.000	  55.091	   1.735	   0.833	   0.932	   0.943
   1980	  11.	  88.000	  56.091	   1.717	   0.898	   0.915	   0.902
   1981	  11.	  88.000	  57.091	   1.655	   0.883	   0.919	   0.895
   1982	  11.	  88.000	  58.091	   1.865	   1.136	   1.170	   1.143
   1983	  11.	  88.000	  59.091	   1.689	   0.916	   0.913	   0.955
   1984	  11.	  88.000	  60.091	   1.586	   0.854	   0.879	   0.869
   1985	  11.	  88.000	  61.091	   1.685	   0.986	   1.113	   1.080
   1986	  11.	  88.000	  62.091	   1.763	   1.090	   1.112	   1.136
   1987	  11.	  88.000	  63.091	   1.283	   0.694	   0.748	   0.788
   1988	  11.	  88.000	  64.091	   1.485	   0.865	   1.016	   0.961
   1989	  11.	  88.000	  65.091	   1.601	   0.982	   1.072	   1.064
   1990	  11.	  88.000	  66.091	   1.586	   1.105	   1.070	   1.090
   1991	  11.	  88.000	  67.091	   1.346	   0.811	   0.865	   0.892
   1992	  11.	  88.000	  68.091	   1.409	   0.850	   0.981	   0.955
   1993	  11.	  88.000	  69.091	   1.711	   1.198	   1.230	   1.221
   1994	  11.	  88.000	  70.091	   1.539	   1.004	   0.968	   1.031
   1995	  11.	  88.000	  71.091	   1.519	   0.943	   0.982	   0.993
   1996	  11.	  88.000	  72.091	   1.449	   0.922	   0.925	   0.926
   1997	  11.	  88.000	  73.091	   1.593	   1.112	   1.081	   1.063
   1998	  11.	  88.000	  74.091	   1.494	   1.069	   1.024	   1.044
   1999	  11.	  88.000	  75.091	   1.228	   0.843	   0.844	   0.859
   2000	  11.	  88.000	  76.091	   1.385	   1.005	   1.082	   1.046
   2001	  11.	  88.000	  77.091	   1.549	   1.187	   1.170	   1.185
   2002	  11.	  88.000	  78.091	   1.276	   0.936	   0.921	   0.975
   2003	  11.	  88.000	  79.091	   1.271	   0.932	   0.937	   0.932
   2004	  11.	  88.000	  80.091	   1.303	   1.141	   1.083	   1.067
   2005	  11.	  88.000	  81.091	   1.328	   1.188	   1.093	   1.114
   2006	  11.	  88.000	  82.091	   1.189	   0.933	   0.901	   0.936
   2007	  10.	  88.400	  82.900	   0.936	   0.965	   0.999	   0.984
   2008	  10.	  88.400	  83.900	   0.926	   0.992	   0.955	   0.953
   2009	   8.	  92.625	  88.000	   0.712	   0.827	   0.853	   0.843
   2010	   7.	  91.286	  87.000	   0.661	   0.823	   0.897	   0.856
   2011	   7.	  91.286	  88.000	   0.822	   0.963	   1.093	   1.056
   2012	   7.	  91.286	  89.000	   0.645	   0.940	   0.941	   0.960
   2013	   6.	  98.833	  97.167	   0.660	   0.853	   0.901	   0.893
   2014	   4.	 102.250	 100.750	   0.430	   0.862	   0.841	   0.814
   2015	   3.	 110.000	 109.000	   0.579	   0.772	   0.948	   0.900
   2016	   2.	 104.000	 103.500	   0.274	   0.814	   0.889	   0.865
   2017	   1.	 129.000	 129.000	   0.260	   0.861	   0.930	   0.896
