year	num	seg	age	raw	std	res	ars
   1871	   1.	 134.000	   1.000	   3.672	   1.052	   1.012	   1.013
   1872	   1.	 134.000	   2.000	   3.844	   1.211	   1.104	   1.114
   1873	   1.	 134.000	   3.000	   3.914	   1.312	   1.108	   1.172
   1874	   1.	 134.000	   4.000	   3.162	   0.917	   0.848	   0.938
   1875	   1.	 134.000	   5.000	   3.168	   0.959	   0.981	   0.949
   1876	   1.	 134.000	   6.000	   2.971	   0.897	   0.935	   0.909
   1877	   1.	 134.000	   7.000	   2.405	   0.695	   0.808	   0.766
   1878	   1.	 134.000	   8.000	   2.990	   0.971	   1.105	   0.978
   1879	   1.	 134.000	   9.000	   2.220	   0.676	   0.785	   0.778
   1880	   1.	 134.000	  10.000	   3.594	   1.400	   1.435	   1.327
   1881	   1.	 134.000	  11.000	   2.488	   0.816	   0.794	   0.963
   1882	   1.	 134.000	  12.000	   2.769	   0.967	   1.031	   1.012
   1883	   1.	 134.000	  13.000	   2.497	   0.860	   0.907	   0.914
   1884	   1.	 134.000	  14.000	   2.661	   0.957	   1.013	   0.968
   1885	   1.	 134.000	  15.000	   2.379	   0.847	   0.894	   0.879
   1886	   1.	 134.000	  16.000	   2.332	   0.844	   0.929	   0.865
   1887	   1.	 134.000	  17.000	   2.863	   1.117	   1.165	   1.095
   1888	   1.	 134.000	  18.000	   2.619	   1.007	   0.956	   1.006
   1889	   1.	 134.000	  19.000	   2.264	   0.864	   0.867	   0.873
   1890	   1.	 134.000	  20.000	   2.424	   0.945	   1.006	   0.938
   1891	   1.	 134.000	  21.000	   2.156	   0.850	   0.881	   0.850
   1892	   1.	 134.000	  22.000	   1.861	   0.762	   0.827	   0.753
   1893	   1.	 134.000	  23.000	   1.730	   0.736	   0.841	   0.716
   1894	   1.	 134.000	  24.000	   2.312	   0.945	   1.114	   0.959
   1895	   1.	 134.000	  25.000	   2.278	   0.941	   0.972	   0.951
   1896	   1.	 134.000	  26.000	   2.196	   0.921	   0.939	   0.914
   1897	   1.	 134.000	  27.000	   2.322	   0.973	   1.010	   0.965
   1898	   1.	 134.000	  28.000	   2.822	   1.172	   1.210	   1.197
   1899	   1.	 134.000	  29.000	   3.237	   1.353	   1.284	   1.404
   1900	   1.	 134.000	  30.000	   2.864	   1.195	   1.011	   1.224
   1901	   1.	 134.000	  31.000	   3.340	   1.402	   1.308	   1.444
   1902	   1.	 134.000	  32.000	   3.125	   1.312	   1.099	   1.338
   1903	   1.	 134.000	  33.000	   2.892	   1.222	   1.042	   1.222
   1904	   2.	 118.000	  17.500	   2.249	   1.189	   1.120	   1.242
   1905	   3.	 115.667	  12.667	   2.185	   0.927	   0.887	   1.013
   1906	   3.	 115.667	  13.667	   1.825	   0.870	   0.765	   0.778
   1907	   3.	 115.667	  14.667	   2.103	   0.845	   0.936	   0.819
   1908	   3.	 115.667	  15.667	   1.960	   0.906	   0.837	   0.746
   1909	   3.	 115.667	  16.667	   1.803	   0.877	   0.896	   0.763
   1910	   3.	 115.667	  17.667	   2.537	   1.163	   1.240	   1.114
   1911	   3.	 115.667	  18.667	   2.253	   0.979	   0.893	   0.953
   1912	   3.	 115.667	  19.667	   2.219	   1.064	   1.065	   1.041
   1913	   3.	 115.667	  20.667	   2.103	   1.072	   1.049	   1.072
   1914	   3.	 115.667	  21.667	   2.127	   1.164	   1.214	   1.260
   1915	   3.	 115.667	  22.667	   2.184	   1.404	   1.312	   1.468
   1916	   5.	 109.000	  14.600	   1.916	   1.323	   1.156	   1.411
   1917	   6.	 107.500	  13.167	   2.274	   1.165	   1.052	   1.270
   1918	   6.	 107.500	  14.167	   2.144	   1.060	   0.955	   1.097
   1919	   6.	 107.500	  15.167	   2.111	   1.079	   1.038	   1.091
   1920	   6.	 107.500	  16.167	   1.723	   0.823	   0.825	   0.874
   1921	   6.	 107.500	  17.167	   1.896	   0.932	   1.009	   0.942
   1922	   6.	 107.500	  18.167	   1.846	   0.880	   0.923	   0.894
   1923	   6.	 107.500	  19.167	   1.904	   0.920	   1.005	   0.949
   1924	   6.	 107.500	  20.167	   1.142	   0.631	   0.653	   0.641
   1925	   6.	 107.500	  21.167	   1.336	   0.684	   0.867	   0.680
   1926	   6.	 107.500	  22.167	   1.388	   0.730	   0.821	   0.658
   1927	   6.	 107.500	  23.167	   2.079	   1.011	   1.250	   1.063
   1928	   6.	 107.500	  24.167	   1.924	   0.969	   0.964	   0.998
   1929	   6.	 107.500	  25.167	   1.886	   0.962	   0.931	   0.931
   1930	   6.	 107.500	  26.167	   1.797	   0.901	   0.920	   0.885
   1931	   6.	 107.500	  27.167	   1.923	   0.997	   1.030	   0.969
   1932	   6.	 107.500	  28.167	   1.935	   1.027	   0.970	   0.954
   1933	   6.	 107.500	  29.167	   2.177	   1.145	   1.194	   1.174
   1934	   6.	 107.500	  30.167	   2.009	   1.019	   0.928	   1.019
   1935	   6.	 107.500	  31.167	   2.019	   1.024	   0.999	   1.010
   1936	   6.	 107.500	  32.167	   2.267	   1.247	   1.232	   1.245
   1937	   6.	 107.500	  33.167	   2.269	   1.256	   1.084	   1.217
   1938	   6.	 107.500	  34.167	   2.238	   1.233	   1.115	   1.234
   1939	   6.	 107.500	  35.167	   2.170	   1.044	   0.892	   1.014
   1940	   7.	 103.143	  31.143	   2.163	   1.256	   1.233	   1.248
   1941	   7.	 103.143	  32.143	   2.009	   1.155	   0.998	   1.129
   1942	   8.	  99.625	  29.125	   2.198	   1.204	   1.177	   1.252
   1943	   9.	  96.667	  26.889	   1.819	   1.193	   1.028	   1.162
   1944	   9.	  96.667	  27.889	   1.425	   0.969	   0.862	   0.947
   1945	   9.	  96.667	  28.889	   1.398	   0.940	   0.850	   0.825
   1946	   9.	  96.667	  29.889	   1.421	   0.909	   0.965	   0.873
   1947	   9.	  96.667	  30.889	   0.862	   0.612	   0.572	   0.532
   1948	   9.	  96.667	  31.889	   1.186	   0.742	   0.966	   0.711
   1949	   9.	  96.667	  32.889	   1.136	   0.708	   0.796	   0.652
   1950	   9.	  96.667	  33.889	   1.311	   0.789	   0.967	   0.780
   1951	   9.	  96.667	  34.889	   1.407	   0.825	   0.942	   0.826
   1952	   9.	  96.667	  35.889	   1.682	   1.090	   1.276	   1.187
   1953	   9.	  96.667	  36.889	   1.722	   1.131	   1.096	   1.199
   1954	   9.	  96.667	  37.889	   1.548	   0.957	   0.890	   0.995
   1955	  10.	  93.100	  35.100	   1.759	   1.007	   1.062	   1.061
   1956	  10.	  93.100	  36.100	   1.855	   1.039	   1.075	   1.110
   1957	  10.	  93.100	  37.100	   1.927	   1.147	   1.055	   1.115
   1958	  10.	  93.100	  38.100	   1.941	   1.156	   1.102	   1.166
   1959	  10.	  93.100	  39.100	   1.877	   1.174	   0.989	   1.078
   1960	  10.	  93.100	  40.100	   1.658	   0.940	   0.889	   0.930
   1961	  11.	  89.273	  37.455	   2.044	   1.287	   1.352	   1.327
   1962	  11.	  89.273	  38.455	   1.774	   0.881	   0.847	   1.016
   1963	  12.	  86.167	  36.250	   1.736	   1.097	   1.091	   1.102
   1964	  13.	  83.077	  34.462	   1.717	   1.029	   0.954	   1.008
   1965	  13.	  83.077	  35.462	   1.664	   0.822	   0.881	   0.887
   1966	  13.	  83.077	  36.462	   1.540	   0.855	   0.852	   0.796
   1967	  13.	  83.077	  37.462	   1.543	   0.843	   0.954	   0.846
   1968	  14.	  79.857	  35.786	   1.448	   0.850	   0.932	   0.852
   1969	  14.	  79.857	  36.786	   1.589	   1.021	   1.102	   1.023
   1970	  14.	  79.857	  37.786	   1.486	   0.885	   0.857	   0.871
   1971	  14.	  79.857	  38.786	   1.424	   0.762	   0.789	   0.728
   1972	  14.	  79.857	  39.786	   1.437	   0.773	   0.897	   0.754
   1973	  15.	  77.467	  38.133	   1.778	   1.029	   1.124	   0.991
   1974	  15.	  77.467	  39.133	   1.757	   1.019	   1.063	   1.059
   1975	  15.	  77.467	  40.133	   1.628	   0.881	   0.870	   0.902
   1976	  15.	  77.467	  41.133	   1.580	   0.899	   0.918	   0.868
   1977	  16.	  75.062	  39.562	   1.079	   0.559	   0.653	   0.601
   1978	  16.	  75.062	  40.563	   1.580	   0.931	   1.265	   1.043
   1979	  16.	  75.062	  41.563	   1.684	   0.999	   1.098	   1.124
   1980	  16.	  75.062	  42.562	   1.794	   1.309	   1.126	   1.196
   1981	  16.	  75.062	  43.563	   1.818	   1.143	   1.077	   1.184
   1982	  16.	  75.062	  44.562	   1.825	   1.148	   1.031	   1.130
   1983	  16.	  75.062	  45.563	   1.809	   1.218	   1.110	   1.183
   1984	  16.	  75.062	  46.563	   1.789	   1.205	   1.096	   1.197
   1985	  16.	  75.062	  47.562	   1.863	   1.198	   1.012	   1.117
   1986	  16.	  75.062	  48.563	   1.705	   1.018	   0.907	   0.969
   1987	  16.	  75.062	  49.562	   1.782	   1.171	   1.188	   1.176
   1988	  16.	  75.062	  50.563	   1.810	   1.213	   1.150	   1.250
   1989	  16.	  75.062	  51.563	   1.689	   1.066	   1.047	   1.181
   1990	  16.	  75.062	  52.562	   1.630	   1.021	   0.934	   1.029
   1991	  16.	  75.062	  53.563	   1.138	   0.601	   0.587	   0.619
   1992	  16.	  75.062	  54.562	   1.286	   0.699	   1.073	   0.864
   1993	  16.	  75.062	  55.563	   1.490	   0.859	   1.123	   1.051
   1994	  16.	  75.062	  56.563	   1.482	   0.888	   0.867	   0.895
   1995	  16.	  75.062	  57.562	   1.493	   0.931	   1.007	   0.952
   1996	  16.	  75.062	  58.563	   1.475	   1.010	   1.039	   1.014
   1997	  16.	  75.062	  59.562	   1.479	   1.162	   1.052	   1.061
   1998	  16.	  75.062	  60.563	   1.458	   1.059	   1.048	   1.082
   1999	  16.	  75.062	  61.563	   1.487	   1.092	   0.985	   1.029
