year	num	seg	age	raw	std	res	ars
   1931	   1.	  79.000	   1.000	   1.769	   0.850	   0.951	   0.934
   1932	   1.	  79.000	   2.000	   1.285	   0.574	   0.696	   0.670
   1933	   1.	  79.000	   3.000	   1.624	   0.780	   1.150	   0.968
   1934	   1.	  79.000	   4.000	   1.366	   0.636	   0.794	   0.779
   1935	   2.	  77.000	   3.000	   2.165	   0.684	   0.948	   0.829
   1936	   3.	  76.000	   3.000	   2.152	   0.887	   1.092	   0.999
   1937	   5.	  73.600	   2.800	   2.630	   1.023	   1.032	   1.030
   1938	   5.	  73.600	   3.800	   2.664	   1.041	   1.034	   1.048
   1939	   5.	  73.600	   4.800	   3.152	   1.229	   1.087	   1.113
   1940	   7.	  72.286	   4.429	   2.998	   1.215	   1.054	   1.113
   1941	   7.	  72.286	   5.429	   2.659	   0.988	   0.864	   0.922
   1942	   7.	  72.286	   6.429	   2.873	   1.135	   1.093	   1.051
   1943	   8.	  71.625	   6.625	   2.524	   0.975	   0.899	   0.924
   1944	   9.	  71.000	   6.889	   2.299	   0.755	   0.828	   0.789
   1945	  11.	  69.545	   6.636	   2.700	   1.158	   1.243	   1.131
   1946	  14.	  67.786	   6.214	   2.436	   1.035	   0.834	   0.901
   1947	  15.	  67.933	   6.800	   2.560	   1.228	   1.213	   1.162
   1948	  15.	  67.933	   7.800	   2.357	   0.911	   0.843	   0.926
   1949	  15.	  67.933	   8.800	   2.050	   0.704	   0.724	   0.692
   1950	  17.	  67.000	   8.765	   1.822	   0.568	   0.730	   0.581
   1951	  17.	  67.000	   9.765	   1.738	   0.547	   0.852	   0.632
   1952	  17.	  67.000	  10.765	   1.673	   0.539	   0.828	   0.638
   1953	  17.	  67.000	  11.765	   1.795	   0.640	   0.911	   0.717
   1954	  18.	  66.389	  12.111	   2.385	   0.992	   1.169	   1.014
   1955	  18.	  66.389	  13.111	   2.703	   1.273	   1.287	   1.304
   1956	  18.	  66.389	  14.111	   2.837	   1.447	   1.183	   1.351
   1957	  18.	  66.389	  15.111	   2.657	   1.275	   0.983	   1.164
   1958	  19.	  65.684	  15.316	   2.522	   1.162	   1.030	   1.116
   1959	  19.	  65.684	  16.316	   2.563	   1.159	   1.115	   1.179
   1960	  19.	  65.684	  17.316	   2.435	   1.166	   1.046	   1.139
   1961	  19.	  65.684	  18.316	   2.436	   1.249	   1.054	   1.127
   1962	  19.	  65.684	  19.316	   2.410	   1.187	   1.209	   1.283
   1963	  20.	  64.750	  19.350	   2.133	   1.024	   0.887	   1.031
   1964	  20.	  64.750	  20.350	   2.059	   0.877	   0.866	   0.881
   1965	  20.	  64.750	  21.350	   2.146	   0.919	   1.009	   0.944
   1966	  20.	  64.750	  22.350	   1.632	   0.801	   0.870	   0.840
   1967	  20.	  64.750	  23.350	   2.061	   0.956	   1.146	   1.060
   1968	  20.	  64.750	  24.350	   2.277	   1.167	   1.141	   1.176
   1969	  21.	  63.619	  24.190	   2.173	   1.053	   0.967	   1.057
   1970	  21.	  63.619	  25.190	   2.012	   0.907	   0.903	   0.932
   1971	  21.	  63.619	  26.190	   1.936	   0.868	   0.932	   0.894
   1972	  21.	  63.619	  27.190	   1.792	   0.905	   1.004	   0.946
   1973	  21.	  63.619	  28.190	   1.804	   0.903	   0.962	   0.932
   1974	  21.	  63.619	  29.190	   1.785	   0.841	   0.912	   0.875
   1975	  21.	  63.619	  30.190	   1.733	   0.759	   0.876	   0.811
   1976	  21.	  63.619	  31.190	   1.907	   0.977	   1.135	   1.032
   1977	  21.	  63.619	  32.190	   1.855	   0.934	   0.967	   0.982
   1978	  21.	  63.619	  33.190	   1.924	   0.988	   1.046	   1.035
   1979	  21.	  63.619	  34.190	   1.583	   0.721	   0.726	   0.748
   1980	  21.	  63.619	  35.190	   1.789	   0.939	   1.117	   0.978
   1981	  21.	  63.619	  36.190	   1.792	   1.074	   1.097	   1.085
   1982	  21.	  63.619	  37.190	   1.981	   1.211	   1.138	   1.186
   1983	  21.	  63.619	  38.190	   2.081	   1.209	   1.180	   1.284
   1984	  21.	  63.619	  39.190	   1.815	   1.066	   0.921	   1.066
   1985	  21.	  63.619	  40.190	   1.854	   1.223	   1.152	   1.190
   1986	  21.	  63.619	  41.190	   1.576	   0.960	   0.868	   0.965
   1987	  21.	  63.619	  42.190	   1.436	   0.915	   0.909	   0.890
   1988	  21.	  63.619	  43.190	   1.833	   1.167	   1.213	   1.156
   1989	  21.	  63.619	  44.190	   1.648	   1.024	   0.968	   1.048
   1990	  21.	  63.619	  45.190	   1.796	   1.174	   1.139	   1.166
   1991	  21.	  63.619	  46.190	   1.693	   1.127	   1.018	   1.105
   1992	  21.	  63.619	  47.190	   1.266	   0.765	   0.736	   0.792
   1993	  21.	  63.619	  48.190	   1.176	   0.695	   0.839	   0.732
   1994	  21.	  63.619	  49.190	   1.081	   0.626	   0.814	   0.678
   1995	  21.	  63.619	  50.190	   1.553	   1.045	   1.260	   1.083
   1996	  21.	  63.619	  51.190	   1.629	   1.117	   1.055	   1.099
   1997	  21.	  63.619	  52.190	   1.687	   1.258	   1.173	   1.229
   1998	  21.	  63.619	  53.190	   1.381	   1.018	   0.872	   0.989
   1999	  21.	  63.619	  54.190	   0.850	   0.604	   0.613	   0.621
   2000	  21.	  63.619	  55.190	   1.240	   0.905	   1.241	   1.031
   2001	  21.	  63.619	  56.190	   1.152	   0.937	   0.924	   0.938
   2002	  21.	  63.619	  57.190	   1.281	   1.065	   1.090	   1.057
   2003	  21.	  63.619	  58.190	   1.028	   0.898	   0.878	   0.906
   2004	  20.	  63.450	  58.750	   1.165	   1.035	   1.092	   1.041
