 num = number of series             ident = series identification
 ify = first year of time series      ily = last year of time series
 yfp = years from pith for rcs        itn = transform (>3 = power*1000)
 idt = series detrending options      ips = series ar model order options
 isb = stabilize variance options     icu = use (1) or do not use (0)
 ics = save (1) or do not save (0)    cpa = common period analysis series
                   -- do not delete these lines --
 num  ident      ify   ily   yfp   itn   idt   ips   isb   icu   ics   cpa
   1  90552     1920  2009     0     4   -67     0     0     1     1     1
   2  12989A    1929  2016     0     4   -67     0     0     1     1     2
   3  90639A    1946  2017     0     4   -67     0     0     1     1     3
   4  62100A    1948  2004     0     4   -67     0     0     1     1     4
   5  152057A   1943  2010     0     4   -67     0     0     1     1     5
   6  182279A   1889  2013     0     4   -67     0     0     1     1     6
   7  202341A   1906  1996     0     4   -67     0     0     1     1     0
   8  130992A   1922  2014     0     4   -67     0     0     1     1     8
   9  62369A    1950  2016     0     4   -67     0     0     1     1     9
  10  131183A   1940  2015     0     4   -67     0     0     1     1    10
  11  171194A   1919  2016     0     4   -67     0     0     1     1    11
  12  131179A   1930  2012     0     4   -67     0     0     1     1    12
  13  142538A   1868  2008     0     4   -67     0     0     1     1    13
  14  152464A   1920  2008     0     4   -67     0     0     1     1    14
  15  080479A   1920  2007     0     4   -67     0     0     1     1    15
  16  10057A    1919  2003     0     4   -67     0     0     1     1    16
  17  111227A   1926  2000     0     4   -67     0     0     1     1    17
  18  152185A   1935  2009     0     4   -67     0     0     1     1    18
