year	num	seg	age	raw	std	res	ars
   1890	   1.	 120.000	   1.000	   0.677	   1.080	   1.048	   1.068
   1891	   1.	 120.000	   2.000	   0.730	   1.094	   1.047	   1.084
   1892	   1.	 120.000	   3.000	   0.815	   1.122	   1.061	   1.111
   1893	   1.	 120.000	   4.000	   0.941	   1.167	   1.094	   1.160
   1894	   1.	 120.000	   5.000	   0.782	   1.088	   0.984	   1.083
   1895	   1.	 120.000	   6.000	   0.864	   1.114	   1.041	   1.107
   1896	   1.	 120.000	   7.000	   0.941	   1.138	   1.076	   1.141
   1897	   1.	 120.000	   8.000	   1.219	   1.249	   1.171	   1.254
   1898	   1.	 120.000	   9.000	   1.167	   1.217	   1.074	   1.225
   1899	   1.	 120.000	  10.000	   1.232	   1.235	   1.085	   1.240
   1900	   1.	 120.000	  11.000	   0.911	   1.084	   0.939	   1.101
   1901	   3.	 110.667	   4.667	   2.047	   1.693	   1.360	   1.435
   1902	   4.	 110.000	   4.500	   1.819	   1.328	   1.053	   1.294
   1903	   4.	 110.000	   5.500	   1.888	   1.364	   0.959	   1.187
   1904	   4.	 110.000	   6.500	   1.571	   1.080	   0.785	   0.931
   1905	   4.	 110.000	   7.500	   1.494	   1.072	   1.066	   1.058
   1906	   5.	 108.800	   7.000	   1.710	   0.872	   1.007	   1.021
   1907	   6.	 107.833	   6.833	   1.584	   0.765	   0.768	   0.780
   1908	   6.	 107.833	   7.833	   1.451	   0.763	   0.906	   0.788
   1909	   6.	 107.833	   8.833	   1.460	   0.692	   0.905	   0.749
   1910	   6.	 107.833	   9.833	   1.608	   0.809	   1.009	   0.838
   1911	   6.	 107.833	  10.833	   1.179	   0.506	   0.719	   0.571
   1912	   6.	 107.833	  11.833	   1.544	   0.929	   1.076	   0.827
   1913	   6.	 107.833	  12.833	   1.490	   0.725	   0.977	   0.808
   1914	   6.	 107.833	  13.833	   0.933	   0.735	   0.888	   0.750
   1915	   6.	 107.833	  14.833	   1.557	   0.797	   1.009	   0.841
   1916	   6.	 107.833	  15.833	   2.123	   1.155	   1.201	   1.072
   1917	   6.	 107.833	  16.833	   2.272	   1.094	   1.107	   1.111
   1918	   6.	 107.833	  17.833	   1.792	   0.783	   0.755	   0.819
   1919	   6.	 107.833	  18.833	   1.798	   0.824	   0.884	   0.803
   1920	   6.	 107.833	  19.833	   1.831	   0.812	   0.967	   0.828
