year	num	seg	age	raw	std	res	ars
   1887	   1.	 118.000	   1.000	   1.126	   0.873	   0.930	   0.925
   1888	   1.	 118.000	   2.000	   0.987	   0.749	   0.847	   0.829
   1889	   1.	 118.000	   3.000	   1.538	   1.215	   1.223	   1.178
   1890	   1.	 118.000	   4.000	   1.221	   0.941	   0.913	   0.962
   1891	   1.	 118.000	   5.000	   1.208	   0.925	   0.950	   0.941
   1892	   1.	 118.000	   6.000	   1.588	   1.222	   1.203	   1.188
   1893	   1.	 118.000	   7.000	   1.035	   0.782	   0.755	   0.807
   1894	   1.	 118.000	   8.000	   1.315	   0.994	   1.047	   0.996
   1895	   1.	 118.000	   9.000	   1.404	   1.054	   1.064	   1.064
   1896	   1.	 118.000	  10.000	   1.335	   0.997	   0.987	   1.005
   1897	   1.	 118.000	  11.000	   1.375	   1.019	   1.022	   1.024
   1898	   1.	 118.000	  12.000	   1.162	   0.873	   0.872	   0.880
   1899	   1.	 118.000	  13.000	   1.371	   1.005	   1.049	   1.018
   1900	   1.	 118.000	  14.000	   1.414	   1.027	   1.038	   1.044
   1901	   1.	 118.000	  15.000	   1.707	   1.193	   1.198	   1.211
   1902	   2.	 112.500	   8.500	   2.586	   1.143	   1.111	   1.169
   1903	   2.	 112.500	   9.500	   2.659	   1.173	   1.140	   1.187
   1904	   2.	 112.500	  10.500	   2.599	   1.166	   1.124	   1.176
   1905	   2.	 112.500	  11.500	   2.335	   1.104	   1.057	   1.105
   1906	   2.	 112.500	  12.500	   1.472	   0.815	   0.744	   0.774
   1907	   2.	 112.500	  13.500	   1.655	   0.860	   0.902	   0.842
   1908	   2.	 112.500	  14.500	   1.397	   0.741	   0.766	   0.725
   1909	   2.	 112.500	  15.500	   1.911	   0.954	   1.048	   0.976
   1910	   2.	 112.500	  16.500	   2.285	   1.027	   1.064	   1.059
   1911	   2.	 112.500	  17.500	   1.469	   0.728	   0.687	   0.704
   1912	   2.	 112.500	  18.500	   1.345	   0.693	   0.755	   0.677
   1913	   2.	 112.500	  19.500	   1.869	   0.828	   0.937	   0.852
   1914	   2.	 112.500	  20.500	   2.368	   1.016	   1.098	   1.060
   1915	   2.	 112.500	  21.500	   2.067	   0.901	   0.905	   0.922
   1916	   2.	 112.500	  22.500	   2.567	   1.103	   1.144	   1.125
   1917	   2.	 112.500	  23.500	   2.384	   1.033	   1.012	   1.047
   1918	   2.	 112.500	  24.500	   1.753	   0.797	   0.776	   0.790
   1919	   2.	 112.500	  25.500	   2.263	   0.984	   1.052	   0.997
   1920	   3.	 105.000	  18.000	   0.989	   1.100	   1.049	   1.050
   1921	   4.	 100.250	  14.500	   1.909	   1.088	   1.119	   1.133
   1922	   4.	 100.250	  15.500	   1.826	   1.178	   1.164	   1.202
   1923	   4.	 100.250	  16.500	   1.380	   0.930	   0.885	   0.940
   1924	   4.	 100.250	  17.500	   1.961	   1.149	   1.129	   1.115
   1925	   4.	 100.250	  18.500	   1.712	   1.079	   1.003	   1.035
   1926	   4.	 100.250	  19.500	   1.332	   0.830	   0.822	   0.833
   1927	   4.	 100.250	  20.500	   1.950	   1.113	   1.172	   1.128
   1928	   5.	  96.600	  17.400	   2.668	   1.165	   1.156	   1.192
   1929	   5.	  96.600	  18.400	   2.877	   1.172	   1.119	   1.172
   1930	   6.	  93.833	  16.333	   1.543	   0.738	   0.714	   0.761
   1931	   6.	  93.833	  17.333	   1.708	   0.898	   0.998	   0.936
   1932	   7.	  91.571	  15.857	   1.579	   0.777	   0.835	   0.819
   1933	   8.	  89.750	  14.875	   1.947	   1.099	   1.125	   1.077
   1934	   8.	  89.750	  15.875	   1.829	   0.908	   0.878	   0.900
   1935	   8.	  89.750	  16.875	   1.806	   0.910	   0.987	   0.961
   1936	   9.	  87.222	  16.000	   1.924	   1.072	   1.051	   1.042
   1937	   9.	  87.222	  17.000	   1.721	   1.000	   0.979	   0.991
   1938	   9.	  87.222	  18.000	   1.866	   1.063	   1.119	   1.118
   1939	   9.	  87.222	  19.000	   1.662	   0.949	   0.933	   0.966
   1940	  11.	  84.091	  16.545	   1.699	   0.944	   0.947	   0.939
   1941	  11.	  84.091	  17.545	   1.843	   1.052	   1.060	   1.045
   1942	  12.	  82.750	  17.083	   1.893	   1.125	   1.095	   1.109
   1943	  12.	  82.750	  18.083	   1.506	   0.785	   0.747	   0.777
   1944	  14.	  80.214	  16.500	   1.439	   0.751	   0.786	   0.728
   1945	  14.	  80.214	  17.500	   1.994	   1.244	   1.283	   1.211
   1946	  15.	  78.867	  17.333	   1.822	   1.251	   1.184	   1.242
   1947	  15.	  78.867	  18.333	   1.759	   0.969	   0.943	   1.009
   1948	  17.	  76.824	  17.176	   1.540	   1.007	   1.063	   1.067
   1949	  17.	  76.824	  18.176	   1.616	   1.085	   1.092	   1.112
   1950	  20.	  74.250	  16.450	   1.635	   1.181	   1.137	   1.168
