year	num	seg	age	raw	std	res	ars
   1905	   1.	 111.000	   1.000	   2.134	   0.742	   0.851	   0.798
   1906	   1.	 111.000	   2.000	   2.256	   0.866	   1.026	   0.907
   1907	   1.	 111.000	   3.000	   2.047	   0.774	   0.869	   0.810
   1908	   1.	 111.000	   4.000	   2.167	   0.888	   1.029	   0.918
   1909	   1.	 111.000	   5.000	   2.567	   1.152	   1.223	   1.171
   1910	   1.	 111.000	   6.000	   2.688	   1.245	   1.162	   1.264
   1911	   1.	 111.000	   7.000	   2.200	   0.999	   0.838	   1.014
   1912	   1.	 111.000	   8.000	   2.364	   1.117	   1.121	   1.131
   1913	   1.	 111.000	   9.000	   2.047	   0.957	   0.885	   0.972
   1914	   1.	 111.000	  10.000	   2.493	   1.229	   1.260	   1.237
   1915	   1.	 111.000	  11.000	   2.920	   1.466	   1.348	   1.470
   1916	   1.	 111.000	  12.000	   2.725	   1.384	   1.100	   1.394
   1917	   1.	 111.000	  13.000	   2.216	   1.131	   0.876	   1.137
   1918	   1.	 111.000	  14.000	   2.091	   1.076	   0.996	   1.086
   1919	   1.	 111.000	  15.000	   1.733	   0.880	   0.834	   0.890
   1920	   1.	 111.000	  16.000	   1.386	   0.670	   0.760	   0.680
   1921	   1.	 111.000	  17.000	   1.502	   0.762	   0.969	   0.777
   1922	   1.	 111.000	  18.000	   1.217	   0.582	   0.756	   0.599
   1923	   1.	 111.000	  19.000	   1.551	   0.820	   1.067	   0.835
   1924	   1.	 111.000	  20.000	   1.141	   0.554	   0.695	   0.567
   1925	   1.	 111.000	  21.000	   1.247	   0.641	   0.922	   0.658
   1926	   1.	 111.000	  22.000	   1.247	   0.652	   0.888	   0.673
   1927	   1.	 111.000	  23.000	   2.047	   1.151	   1.343	   1.152
   1928	   1.	 111.000	  24.000	   1.838	   1.041	   0.951	   1.051
   1929	   1.	 111.000	  25.000	   1.765	   1.007	   0.984	   1.021
   1930	   1.	 111.000	  26.000	   1.514	   0.863	   0.864	   0.879
   1931	   1.	 111.000	  27.000	   2.010	   1.160	   1.243	   1.168
   1932	   1.	 111.000	  28.000	   1.838	   1.071	   0.974	   1.085
   1933	   1.	 111.000	  29.000	   2.349	   1.353	   1.322	   1.359
   1934	   1.	 111.000	  30.000	   2.216	   1.291	   1.078	   1.302
   1935	   1.	 111.000	  31.000	   2.047	   1.208	   1.028	   1.221
   1936	   1.	 111.000	  32.000	   2.233	   1.314	   1.196	   1.326
   1937	   1.	 111.000	  33.000	   2.688	   1.548	   1.384	   1.553
   1938	   1.	 111.000	  34.000	   2.408	   1.418	   1.078	   1.426
   1939	   1.	 111.000	  35.000	   1.887	   1.153	   0.875	   1.158
   1940	   1.	 111.000	  36.000	   2.486	   1.472	   1.397	   1.467
   1941	   1.	 111.000	  37.000	   2.493	   1.483	   1.208	   1.486
   1942	   1.	 111.000	  38.000	   2.436	   1.464	   1.176	   1.470
   1943	   1.	 111.000	  39.000	   1.733	   1.103	   0.784	   1.100
   1944	   1.	 111.000	  40.000	   1.172	   0.775	   0.707	   0.766
   1945	   1.	 111.000	  41.000	   1.489	   0.981	   1.115	   0.979
   1946	   1.	 111.000	  42.000	   1.304	   0.877	   0.896	   0.885
   1947	   1.	 111.000	  43.000	   0.712	   0.483	   0.592	   0.477
   1948	   1.	 111.000	  44.000	   0.994	   0.694	   1.002	   0.696
   1949	   1.	 111.000	  45.000	   0.959	   0.677	   0.882	   0.691
   1950	   1.	 111.000	  46.000	   0.670	   0.476	   0.714	   0.490
   1951	   1.	 111.000	  47.000	   0.560	   0.395	   0.759	   0.414
   1952	   1.	 111.000	  48.000	   0.773	   0.562	   0.935	   0.583
   1953	   1.	 111.000	  49.000	   1.172	   0.834	   1.091	   0.852
   1954	   1.	 111.000	  50.000	   0.887	   0.648	   0.772	   0.667
   1955	   1.	 111.000	  51.000	   1.345	   0.942	   1.146	   0.955
   1956	   1.	 111.000	  52.000	   1.217	   0.863	   0.907	   0.881
   1957	   1.	 111.000	  53.000	   1.187	   0.842	   0.934	   0.863
   1958	   1.	 111.000	  54.000	   1.563	   1.064	   1.160	   1.080
   1959	   1.	 111.000	  55.000	   1.261	   0.882	   0.846	   0.899
   1960	   1.	 111.000	  56.000	   1.318	   0.912	   0.989	   0.930
   1961	   1.	 111.000	  57.000	   2.038	   1.310	   1.368	   1.313
   1962	   1.	 111.000	  58.000	   1.332	   0.908	   0.694	   0.901
   1963	   1.	 111.000	  59.000	   1.838	   1.191	   1.247	   1.185
   1964	   1.	 111.000	  60.000	   1.232	   0.830	   0.703	   0.821
   1965	   1.	 111.000	  61.000	   1.232	   0.821	   0.931	   0.822
   1966	   1.	 111.000	  62.000	   1.045	   0.688	   0.815	   0.696
   1967	   1.	 111.000	  63.000	   0.942	   0.605	   0.819	   0.619
   1968	   1.	 111.000	  64.000	   0.977	   0.618	   0.876	   0.637
   1969	   1.	 111.000	  65.000	   1.786	   1.110	   1.321	   1.111
   1970	   1.	 111.000	  66.000	   2.001	   1.218	   1.161	   1.227
   1971	   1.	 111.000	  67.000	   1.700	   1.040	   0.901	   1.051
   1972	   1.	 111.000	  68.000	   1.765	   1.065	   1.044	   1.079
   1973	   1.	 111.000	  69.000	   2.233	   1.309	   1.280	   1.317
   1974	   1.	 111.000	  70.000	   2.020	   1.185	   0.992	   1.197
   1975	   1.	 111.000	  71.000	   1.733	   1.012	   0.894	   1.024
