year	num	seg	age	raw	std	res	ars
   1931	   1.	  79.000	   1.000	   1.820	   0.876	   0.945	   0.911
   1932	   1.	  79.000	   2.000	   1.339	   0.598	   0.742	   0.693
   1933	   1.	  79.000	   3.000	   1.678	   0.802	   1.140	   0.990
   1934	   1.	  79.000	   4.000	   1.420	   0.656	   0.806	   0.848
   1935	   3.	  76.333	   2.333	   1.634	   0.665	   0.804	   0.794
   1936	   5.	  75.400	   2.400	   2.219	   0.959	   1.114	   1.017
   1937	   7.	  73.857	   2.714	   2.948	   1.025	   1.062	   1.125
   1938	   9.	  73.444	   3.111	   3.093	   0.990	   0.957	   1.070
   1939	  10.	  73.200	   3.800	   3.373	   1.332	   1.256	   1.282
   1940	  14.	  72.143	   3.714	   3.079	   1.195	   1.043	   1.160
   1941	  14.	  72.143	   4.714	   2.725	   0.975	   0.857	   0.903
   1942	  14.	  72.143	   5.714	   2.883	   1.128	   1.168	   1.038
   1943	  15.	  71.800	   6.333	   2.431	   0.928	   0.902	   0.895
   1944	  16.	  71.437	   6.938	   2.496	   0.958	   1.015	   0.977
   1945	  19.	  70.211	   6.842	   2.546	   1.096	   1.107	   1.095
   1946	  22.	  69.000	   6.909	   2.502	   1.024	   0.930	   1.006
   1947	  23.	  69.043	   7.609	   2.498	   1.083	   1.078	   1.079
   1948	  24.	  68.750	   8.292	   2.296	   0.849	   0.827	   0.847
   1949	  24.	  68.750	   9.292	   1.937	   0.671	   0.746	   0.660
   1950	  27.	  67.778	   9.259	   1.781	   0.579	   0.765	   0.582
   1951	  27.	  67.778	  10.259	   1.633	   0.531	   0.816	   0.655
   1952	  28.	  67.429	  10.893	   1.696	   0.545	   0.786	   0.715
   1953	  29.	  67.069	  11.517	   2.181	   0.749	   0.937	   0.909
   1954	  30.	  66.700	  12.133	   3.080	   1.298	   1.323	   1.384
   1955	  31.	  66.323	  12.742	   3.178	   1.339	   1.138	   1.423
   1956	  31.	  66.323	  13.742	   3.118	   1.350	   1.102	   1.319
   1957	  31.	  66.323	  14.742	   2.877	   1.265	   1.056	   1.104
   1958	  32.	  65.906	  15.281	   2.724	   1.093	   0.997	   0.931
   1959	  32.	  65.906	  16.281	   2.861	   1.224	   1.204	   1.087
   1960	  32.	  65.906	  17.281	   2.885	   1.244	   1.097	   1.126
   1961	  32.	  65.906	  18.281	   2.700	   1.143	   1.026	   1.102
   1962	  33.	  65.242	  18.727	   2.787	   1.157	   1.167	   1.194
   1963	  34.	  64.706	  19.176	   2.341	   1.048	   0.961	   1.027
   1964	  34.	  64.706	  20.176	   2.133	   0.888	   0.900	   0.876
   1965	  34.	  64.706	  21.176	   2.246	   0.864	   0.971	   0.858
   1966	  34.	  64.706	  22.176	   1.366	   0.435	   0.566	   0.505
   1967	  34.	  64.706	  23.176	   2.243	   0.966	   1.245	   1.012
   1968	  34.	  64.706	  24.176	   2.726	   1.254	   1.196	   1.282
   1969	  35.	  64.029	  24.486	   2.719	   1.155	   0.937	   1.203
   1970	  35.	  64.029	  25.486	   2.551	   1.064	   1.034	   1.117
   1971	  35.	  64.029	  26.486	   2.220	   0.914	   0.924	   0.905
   1972	  35.	  64.029	  27.486	   2.224	   0.971	   1.050	   0.943
   1973	  35.	  64.029	  28.486	   2.244	   0.920	   0.955	   0.906
   1974	  35.	  64.029	  29.486	   2.140	   0.903	   0.936	   0.911
   1975	  35.	  64.029	  30.486	   1.989	   0.815	   0.889	   0.862
   1976	  35.	  64.029	  31.486	   2.172	   0.976	   1.108	   1.063
   1977	  35.	  64.029	  32.486	   1.972	   0.910	   0.910	   0.976
   1978	  35.	  64.029	  33.486	   2.145	   0.945	   0.972	   0.985
   1979	  35.	  64.029	  34.486	   1.764	   0.668	   0.729	   0.712
   1980	  36.	  63.083	  34.528	   2.171	   0.967	   1.087	   0.936
   1981	  36.	  63.083	  35.528	   1.980	   1.032	   1.033	   1.027
   1982	  36.	  63.083	  36.528	   2.377	   1.188	   1.101	   1.189
   1983	  36.	  63.083	  37.528	   2.372	   1.173	   1.110	   1.225
   1984	  36.	  63.083	  38.528	   2.161	   1.031	   0.955	   1.053
   1985	  36.	  63.083	  39.528	   2.215	   1.073	   1.069	   1.035
   1986	  36.	  63.083	  40.528	   1.897	   0.901	   0.896	   0.859
   1987	  36.	  63.083	  41.528	   1.798	   0.898	   0.922	   0.832
   1988	  36.	  63.083	  42.528	   2.253	   1.130	   1.192	   1.105
   1989	  36.	  63.083	  43.528	   2.060	   1.017	   0.932	   1.035
   1990	  36.	  63.083	  44.528	   2.273	   1.186	   1.113	   1.163
   1991	  36.	  63.083	  45.528	   2.017	   1.061	   1.006	   1.066
