year	num	seg	age	raw	std	res	ars
   1879	   1.	 138.000	   1.000	   4.256	   0.533	   0.708	   0.649
   1880	   1.	 138.000	   2.000	   3.546	   0.464	   0.735	   0.579
   1881	   1.	 138.000	   3.000	   5.494	   0.802	   1.214	   0.974
   1882	   2.	 133.000	   2.500	   4.080	   1.006	   1.080	   1.072
   1883	   2.	 133.000	   3.500	   3.949	   1.008	   1.002	   1.043
   1884	   2.	 133.000	   4.500	   4.131	   1.083	   1.072	   1.101
   1885	   3.	 130.333	   4.000	   3.133	   0.745	   0.804	   0.861
   1886	   3.	 130.333	   5.000	   4.003	   1.027	   1.150	   1.081
   1887	   3.	 130.333	   6.000	   3.647	   0.942	   0.944	   0.989
   1888	   3.	 130.333	   7.000	   3.693	   0.968	   1.005	   1.003
   1889	   3.	 130.333	   8.000	   4.036	   1.305	   1.242	   1.260
   1890	   3.	 130.333	   9.000	   3.047	   1.342	   1.110	   1.258
   1891	   3.	 130.333	  10.000	   3.429	   1.265	   1.038	   1.177
   1892	   4.	 127.250	   8.500	   2.799	   1.031	   0.963	   1.057
   1893	   5.	 125.200	   7.800	   2.796	   0.752	   0.798	   0.834
   1894	   5.	 125.200	   8.800	   3.507	   1.009	   1.086	   0.999
   1895	   6.	 123.500	   8.333	   3.140	   0.921	   0.945	   0.948
   1896	   7.	 121.857	   8.143	   3.049	   0.851	   0.894	   0.871
   1897	   7.	 121.857	   9.143	   3.975	   1.025	   1.106	   1.041
   1898	   7.	 121.857	  10.143	   3.205	   0.987	   0.994	   1.019
   1899	   8.	 121.125	   9.875	   3.200	   0.962	   1.036	   1.050
   1900	   8.	 121.125	  10.875	   3.292	   1.013	   1.069	   1.101
   1901	   8.	 121.125	  11.875	   4.303	   1.175	   1.222	   1.294
   1902	   8.	 121.125	  12.875	   3.917	   1.155	   1.041	   1.200
   1903	   8.	 121.125	  13.875	   4.660	   1.512	   1.311	   1.451
   1904	   8.	 121.125	  14.875	   3.869	   1.348	   0.968	   1.200
   1905	   8.	 121.125	  15.875	   3.141	   1.049	   0.896	   1.000
   1906	   8.	 121.125	  16.875	   3.245	   1.079	   0.952	   0.955
   1907	   8.	 121.125	  17.875	   3.696	   1.152	   1.091	   1.072
   1908	   8.	 121.125	  18.875	   2.715	   0.931	   0.855	   0.897
   1909	   8.	 121.125	  19.875	   2.685	   0.989	   1.012	   0.960
   1910	   8.	 121.125	  20.875	   3.124	   1.049	   1.063	   1.046
   1911	   8.	 121.125	  21.875	   2.034	   0.741	   0.707	   0.745
   1912	   8.	 121.125	  22.875	   2.795	   1.078	   1.257	   1.124
   1913	   8.	 121.125	  23.875	   2.768	   0.988	   0.909	   0.975
   1914	   9.	 118.333	  22.222	   2.471	   0.860	   0.918	   0.909
   1915	   9.	 118.333	  23.222	   2.312	   0.962	   1.043	   0.998
   1916	   9.	 118.333	  24.222	   2.859	   1.093	   1.085	   1.089
   1917	   9.	 118.333	  25.222	   2.762	   0.985	   0.946	   0.995
   1918	   9.	 118.333	  26.222	   2.619	   0.936	   0.968	   0.969
   1919	   9.	 118.333	  27.222	   2.111	   0.811	   0.847	   0.837
   1920	  10.	 116.100	  25.500	   2.075	   0.774	   0.930	   0.848
   1921	  10.	 116.100	  26.500	   2.174	   0.790	   0.946	   0.869
   1922	  11.	 114.182	  25.091	   1.818	   0.727	   0.871	   0.810
   1923	  11.	 114.182	  26.091	   1.499	   0.596	   0.749	   0.670
   1924	  11.	 114.182	  27.091	   1.836	   0.801	   1.123	   0.940
   1925	  12.	 111.750	  25.833	   2.239	   0.867	   0.956	   0.928
   1926	  13.	 109.615	  24.846	   2.352	   0.903	   1.009	   0.974
   1927	  13.	 109.615	  25.846	   2.878	   1.109	   1.189	   1.187
   1928	  13.	 109.615	  26.846	   2.965	   1.054	   1.091	   1.198
   1929	  13.	 109.615	  27.846	   2.660	   1.082	   0.918	   1.022
   1930	  13.	 109.615	  28.846	   2.178	   0.829	   0.806	   0.825
   1931	  14.	 107.429	  27.786	   2.261	   0.984	   1.070	   0.979
   1932	  14.	 107.429	  28.786	   2.332	   0.979	   1.009	   1.001
   1933	  14.	 107.429	  29.786	   2.334	   0.981	   1.004	   1.008
   1934	  14.	 107.429	  30.786	   2.659	   1.118	   1.131	   1.144
   1935	  14.	 107.429	  31.786	   2.413	   1.002	   0.928	   1.005
   1936	  15.	 105.600	  30.667	   2.164	   0.858	   0.866	   0.873
   1937	  16.	 103.563	  29.750	   2.245	   0.962	   1.055	   0.990
   1938	  16.	 103.563	  30.750	   2.554	   1.218	   1.202	   1.210
   1939	  16.	 103.563	  31.750	   2.294	   1.003	   0.783	   0.893
   1940	  18.	 100.278	  29.222	   2.180	   0.912	   0.952	   0.899
   1941	  18.	 100.278	  30.222	   2.298	   0.905	   0.986	   0.936
   1942	  18.	 100.278	  31.222	   2.469	   1.040	   1.080	   1.051
   1943	  18.	 100.278	  32.222	   2.587	   1.036	   0.991	   1.021
   1944	  19.	  98.842	  31.526	   2.425	   0.872	   0.880	   0.895
   1945	  19.	  98.842	  32.526	   2.672	   0.979	   1.049	   0.996
   1946	  19.	  98.842	  33.526	   2.498	   0.942	   0.959	   0.960
   1947	  19.	  98.842	  34.526	   2.117	   0.720	   0.766	   0.758
   1948	  19.	  98.842	  35.526	   2.291	   0.854	   1.033	   0.903
   1949	  19.	  98.842	  36.526	   2.338	   0.864	   0.956	   0.909
   1950	  19.	  98.842	  37.526	   2.776	   1.185	   1.212	   1.174
   1951	  19.	  98.842	  38.526	   2.908	   1.215	   1.120	   1.222
   1952	  19.	  98.842	  39.526	   2.664	   1.105	   0.975	   1.093
   1953	  19.	  98.842	  40.526	   3.173	   1.243	   1.157	   1.219
   1954	  19.	  98.842	  41.526	   2.900	   1.147	   1.026	   1.145
   1955	  19.	  98.842	  42.526	   3.248	   1.230	   1.114	   1.200
   1956	  19.	  98.842	  43.526	   2.457	   0.902	   0.796	   0.901
   1957	  19.	  98.842	  44.526	   2.788	   1.094	   1.182	   1.137
   1958	  20.	  96.500	  43.300	   2.990	   1.279	   1.174	   1.261
   1959	  20.	  96.500	  44.300	   2.777	   1.080	   0.945	   1.082
   1960	  20.	  96.500	  45.300	   2.239	   0.841	   0.809	   0.857
   1961	  20.	  96.500	  46.300	   2.337	   0.878	   0.979	   0.906
   1962	  20.	  96.500	  47.300	   2.023	   0.720	   0.816	   0.777
   1963	  20.	  96.500	  48.300	   2.259	   0.867	   1.033	   0.914
   1964	  20.	  96.500	  49.300	   1.787	   0.750	   0.818	   0.783
   1965	  20.	  96.500	  50.300	   1.910	   0.687	   0.856	   0.751
   1966	  20.	  96.500	  51.300	   1.856	   0.740	   0.931	   0.802
   1967	  20.	  96.500	  52.300	   2.057	   0.917	   1.089	   0.985
   1968	  20.	  96.500	  53.300	   2.188	   0.908	   0.954	   0.949
   1969	  20.	  96.500	  54.300	   2.163	   0.924	   1.017	   0.994
   1970	  20.	  96.500	  55.300	   2.561	   1.051	   1.099	   1.102
   1971	  20.	  96.500	  56.300	   2.883	   1.200	   1.169	   1.236
   1972	  20.	  96.500	  57.300	   3.138	   1.203	   1.093	   1.226
   1973	  20.	  96.500	  58.300	   3.193	   1.279	   1.147	   1.280
   1974	  20.	  96.500	  59.300	   2.390	   0.926	   0.833	   0.976
   1975	  20.	  96.500	  60.300	   2.955	   1.129	   1.128	   1.122
   1976	  20.	  96.500	  61.300	   2.919	   1.108	   1.038	   1.107
