year	num	seg	age	raw	std	res	ars
   1904	   1.	 102.000	   1.000	   1.607	   1.165	   1.149	   1.187
   1905	   1.	 102.000	   2.000	   1.264	   0.917	   0.867	   0.964
   1906	   1.	 102.000	   3.000	   0.779	   0.626	   0.623	   0.586
   1907	   1.	 102.000	   4.000	   1.008	   0.772	   0.911	   0.715
   1908	   1.	 102.000	   5.000	   0.934	   0.739	   0.827	   0.685
   1909	   1.	 102.000	   6.000	   0.794	   0.668	   0.746	   0.580
   1910	   1.	 102.000	   7.000	   1.582	   1.247	   1.458	   1.261
   1911	   1.	 102.000	   8.000	   0.607	   0.590	   0.568	   0.691
   1912	   1.	 102.000	   9.000	   1.562	   1.267	   1.515	   1.358
   1913	   1.	 102.000	  10.000	   1.515	   1.245	   1.207	   1.376
   1914	   1.	 102.000	  11.000	   1.844	   1.565	   1.485	   1.632
   1915	   1.	 102.000	  12.000	   1.834	   1.577	   1.386	   1.667
   1916	   2.	 100.500	   7.000	   2.607	   1.554	   1.377	   1.676
   1917	   3.	 100.333	   5.667	   2.551	   1.138	   1.165	   1.494
   1918	   3.	 100.333	   6.667	   2.597	   0.998	   0.968	   1.221
   1919	   3.	 100.333	   7.667	   2.664	   1.277	   1.245	   1.344
   1920	   3.	 100.333	   8.667	   2.471	   0.753	   0.685	   0.861
   1921	   3.	 100.333	   9.667	   2.658	   1.109	   1.229	   1.163
   1922	   3.	 100.333	  10.667	   2.797	   0.915	   0.959	   1.044
   1923	   3.	 100.333	  11.667	   2.962	   0.916	   1.092	   1.116
   1924	   3.	 100.333	  12.667	   2.202	   0.682	   0.632	   0.680
   1925	   3.	 100.333	  13.667	   2.543	   0.865	   0.952	   0.802
   1926	   3.	 100.333	  14.667	   2.888	   1.025	   1.056	   0.967
   1927	   3.	 100.333	  15.667	   3.268	   1.318	   1.318	   1.295
   1928	   3.	 100.333	  16.667	   2.817	   1.045	   0.957	   1.108
   1929	   3.	 100.333	  17.667	   2.429	   0.834	   0.788	   0.843
   1930	   3.	 100.333	  18.667	   2.231	   0.888	   0.919	   0.845
   1931	   3.	 100.333	  19.667	   2.395	   0.835	   0.986	   0.916
   1932	   3.	 100.333	  20.667	   2.471	   0.882	   0.983	   0.947
   1933	   3.	 100.333	  21.667	   2.869	   1.006	   1.079	   1.057
   1934	   3.	 100.333	  22.667	   2.679	   0.912	   0.939	   0.972
   1935	   3.	 100.333	  23.667	   2.404	   0.871	   0.933	   0.922
   1936	   3.	 100.333	  24.667	   3.326	   1.118	   1.191	   1.154
   1937	   3.	 100.333	  25.667	   3.072	   1.095	   1.073	   1.151
   1938	   3.	 100.333	  26.667	   2.635	   1.040	   0.969	   1.047
   1939	   3.	 100.333	  27.667	   2.288	   0.884	   0.814	   0.839
   1940	   4.	  94.500	  21.750	   2.145	   1.150	   1.200	   1.125
   1941	   4.	  94.500	  22.750	   1.956	   1.052	   0.987	   1.053
   1942	   5.	  90.600	  19.200	   2.357	   1.150	   1.081	   1.110
   1943	   6.	  87.667	  17.000	   1.643	   1.257	   1.026	   1.084
   1944	   6.	  87.667	  18.000	   0.739	   0.979	   0.922	   0.968
   1945	   6.	  87.667	  19.000	   0.530	   0.759	   0.764	   0.745
   1946	   6.	  87.667	  20.000	   0.753	   0.874	   1.022	   0.906
   1947	   6.	  87.667	  21.000	   0.770	   0.451	   0.491	   0.398
   1948	   6.	  87.667	  22.000	   0.917	   0.572	   0.850	   0.561
   1949	   6.	  87.667	  23.000	   0.956	   0.555	   0.789	   0.567
   1950	   6.	  87.667	  24.000	   1.389	   0.770	   1.054	   0.858
   1951	   6.	  87.667	  25.000	   1.468	   0.807	   0.967	   0.903
   1952	   6.	  87.667	  26.000	   1.838	   1.318	   1.431	   1.371
   1953	   6.	  87.667	  27.000	   1.763	   1.224	   1.080	   1.264
   1954	   6.	  87.667	  28.000	   1.600	   1.024	   0.951	   1.087
   1955	   7.	  83.857	  25.000	   1.811	   1.057	   1.054	   1.100
   1956	   7.	  83.857	  26.000	   1.970	   1.048	   1.049	   1.101
   1957	   7.	  83.857	  27.000	   2.017	   1.075	   1.023	   1.076
   1958	   7.	  83.857	  28.000	   1.951	   1.038	   1.032	   1.073
   1959	   7.	  83.857	  29.000	   1.958	   1.222	   1.028	   1.067
   1960	   7.	  83.857	  30.000	   1.784	   1.004	   0.895	   0.932
   1961	   7.	  83.857	  31.000	   2.102	   1.302	   1.369	   1.327
   1962	   7.	  83.857	  32.000	   1.823	   0.934	   0.846	   1.015
   1963	   8.	  79.875	  29.000	   1.624	   1.158	   1.073	   1.084
   1964	   8.	  79.875	  30.000	   1.637	   1.181	   1.064	   1.107
   1965	   8.	  79.875	  31.000	   1.496	   0.927	   0.895	   0.952
   1966	   8.	  79.875	  32.000	   1.427	   1.007	   0.906	   0.886
   1967	   8.	  79.875	  33.000	   1.529	   0.975	   1.037	   0.986
   1968	   9.	  75.222	  30.333	   1.431	   0.983	   0.994	   0.992
   1969	   9.	  75.222	  31.333	   1.504	   1.049	   1.088	   1.087
   1970	   9.	  75.222	  32.333	   1.368	   0.897	   0.815	   0.859
   1971	   9.	  75.222	  33.333	   1.374	   0.826	   0.823	   0.753
   1972	   9.	  75.222	  34.333	   1.346	   0.835	   0.904	   0.786
   1973	  10.	  72.100	  31.900	   1.764	   1.120	   1.191	   1.093
   1974	  10.	  72.100	  32.900	   1.715	   1.071	   1.086	   1.133
   1975	  10.	  72.100	  33.900	   1.605	   0.971	   0.925	   0.996
   1976	  10.	  72.100	  34.900	   1.461	   0.846	   0.866	   0.866
   1977	  11.	  69.091	  32.727	   1.036	   0.473	   0.527	   0.419
   1978	  11.	  69.091	  33.727	   1.345	   0.749	   1.141	   0.885
   1979	  11.	  69.091	  34.727	   1.424	   0.824	   1.031	   0.980
   1980	  11.	  69.091	  35.727	   1.528	   1.063	   1.114	   1.108
   1981	  11.	  69.091	  36.727	   1.587	   1.131	   1.181	   1.231
   1982	  11.	  69.091	  37.727	   1.743	   1.198	   1.063	   1.179
   1983	  11.	  69.091	  38.727	   1.688	   1.115	   1.070	   1.160
   1984	  11.	  69.091	  39.727	   1.647	   1.130	   1.043	   1.125
   1985	  11.	  69.091	  40.727	   1.670	   1.062	   0.958	   1.023
   1986	  11.	  69.091	  41.727	   1.526	   0.937	   0.906	   0.922
   1987	  11.	  69.091	  42.727	   1.648	   1.103	   1.152	   1.116
   1988	  11.	  69.091	  43.727	   1.704	   1.199	   1.169	   1.224
   1989	  11.	  69.091	  44.727	   1.588	   1.034	   1.011	   1.125
   1990	  11.	  69.091	  45.727	   1.589	   1.078	   0.880	   0.946
   1991	  11.	  69.091	  46.727	   1.114	   0.659	   0.694	   0.656
   1992	  11.	  69.091	  47.727	   1.190	   0.724	   0.946	   0.786
   1993	  11.	  69.091	  48.727	   1.427	   0.917	   1.142	   1.045
   1994	  11.	  69.091	  49.727	   1.347	   0.849	   0.805	   0.827
   1995	  11.	  69.091	  50.727	   1.370	   0.889	   0.987	   0.908
   1996	  11.	  69.091	  51.727	   1.357	   0.991	   1.013	   0.973
   1997	  11.	  69.091	  52.727	   1.306	   0.953	   0.918	   0.908
   1998	  11.	  69.091	  53.727	   1.307	   0.973	   1.003	   0.963
   1999	  11.	  69.091	  54.727	   1.363	   1.075	   1.059	   1.045
   2000	  11.	  69.091	  55.727	   1.118	   0.824	   0.860	   0.885
   2001	  11.	  69.091	  56.727	   1.156	   0.883	   0.970	   0.918
   2002	  11.	  69.091	  57.727	   1.145	   0.831	   0.902	   0.864
   2003	  11.	  69.091	  58.727	   1.177	   0.850	   0.932	   0.870
   2004	  11.	  69.091	  59.727	   1.394	   1.190	   1.270	   1.206
   2005	  11.	  69.091	  60.727	   1.393	   1.250	   1.093	   1.195
   2006	   9.	  68.889	  59.667	   1.503	   1.312	   1.137	   1.231
   2007	   9.	  68.889	  60.667	   1.557	   1.271	   1.051	   1.167
   2008	   9.	  68.889	  61.667	   1.377	   1.094	   0.859	   0.946
   2009	   9.	  68.889	  62.667	   1.437	   1.186	   1.147	   1.123
   2010	   9.	  68.889	  63.667	   1.285	   1.002	   0.938	   1.003
   2011	   9.	  68.889	  64.667	   1.290	   1.014	   1.004	   1.010
   2012	   9.	  68.889	  65.667	   0.917	   0.814	   0.779	   0.782
   2013	   9.	  68.889	  66.667	   1.028	   0.965	   1.054	   0.955
   2014	   9.	  68.889	  67.667	   0.883	   1.033	   1.037	   1.019
   2015	   7.	  67.000	  66.429	   1.334	   0.937	   0.984	   0.997
   2016	   4.	  74.000	  74.000	   0.432	   0.391	   0.399	   0.338
